exception_id,dataset,exception_type,severity,status,client_id,client_name,region,raised_date,raised_time,sla_deadline,sla_breached,resolved_date,assigned_to,description,root_cause,priority
EXC-2024-0115,Performance,Stale Data,Medium,In Progress,CLT0003,SBI Life Insurance,APAC,2025-04-02,16:38,2025-04-03 00:00,True,2025-04-06,Data Ops,Stale Data detected in Performance for SBI Life Insurance,Feed Failure,P2
EXC-2024-0116,Performance,Missing Price,Medium,Open,CLT0012,Vanguard Emerging Markets,Americas,2024-11-09,17:03,2024-11-10 00:00,True,2024-11-13,IT Support,Missing Price detected in Performance for Vanguard Emerging Markets,Config Error,P3
EXC-2024-0117,Client Data,Missing ISIN,Low,Open,CLT0002,Aditya Birla Capital,APAC,2024-12-08,12:46,2024-12-10 00:00,True,2024-12-12,Data Ops,Missing ISIN detected in Client Data for Aditya Birla Capital,Config Error,P3
EXC-2024-0118,Performance,KYC Expired,Medium,Open,CLT0001,Tata Investment Corp,APAC,2024-08-19,17:00,2024-08-21 00:00,True,2024-08-24,Recon Team,KYC Expired detected in Performance for Tata Investment Corp,System Lag,P1
EXC-2024-0119,Securities Reference,Schema Mismatch,Low,Open,CLT0013,GIC Private Ltd Singapore,APAC,2025-02-11,13:10,2025-02-12 00:00,True,,Data Ops,Schema Mismatch detected in Securities Reference for GIC Private Ltd Singapore,System Lag,P2
EXC-2024-0120,Performance,Duplicate Trade,Medium,Resolved,CLT0002,Aditya Birla Capital,APAC,2024-11-09,15:08,2024-11-11 00:00,True,2024-11-12,Recon Team,Duplicate Trade detected in Performance for Aditya Birla Capital,Feed Failure,P2
EXC-2024-0121,Share Prices,Missing Broker,Medium,Resolved,CLT0004,HDFC Pension Fund,APAC,2024-06-18,11:47,2024-06-18 04:00,True,2024-06-21,IT Support,Missing Broker detected in Share Prices for HDFC Pension Fund,Manual Error,P3
EXC-2024-0122,Positions,Missing Performance,Medium,Closed,CLT0009,Emirates NBD Asset Mgmt,EMEA,2024-11-04,15:26,2024-11-06 00:00,True,2024-11-07,Data Ops,Missing Performance detected in Positions for Emirates NBD Asset Mgmt,System Lag,P2
EXC-2024-0123,Performance,Recon Break,High,Resolved,CLT0006,LIC of India,APAC,2025-04-02,10:52,2025-04-04 00:00,True,2025-04-03,Data Ops,Recon Break detected in Performance for LIC of India,Config Error,P2
EXC-2024-0124,Positions,Missing Performance,Medium,In Progress,CLT0001,Tata Investment Corp,APAC,2024-11-24,10:37,2024-11-25 00:00,True,2024-11-29,Recon Team,Missing Performance detected in Positions for Tata Investment Corp,System Lag,P3
EXC-2024-0125,Securities Reference,Missing Price,Medium,In Progress,CLT0001,Tata Investment Corp,APAC,2024-12-05,18:52,2024-12-05 08:00,True,,Client Services,Missing Price detected in Securities Reference for Tata Investment Corp,System Lag,P1
EXC-2024-0126,Positions,Missing ISIN,High,Open,CLT0007,ICICI Prudential AMC,APAC,2024-06-13,15:45,2024-06-13 08:00,True,,Client Services,Missing ISIN detected in Positions for ICICI Prudential AMC,Config Error,P2
EXC-2024-0127,Performance,Invalid Quantity,Low,In Progress,CLT0003,SBI Life Insurance,APAC,2025-01-17,12:34,2025-01-18 00:00,True,,IT Support,Invalid Quantity detected in Performance for SBI Life Insurance,Feed Failure,P1
EXC-2024-0128,Trades,Duplicate Trade,High,Resolved,CLT0004,HDFC Pension Fund,APAC,2025-05-25,08:17,2025-05-26 00:00,False,,Data Ops,Duplicate Trade detected in Trades for HDFC Pension Fund,System Lag,P2
EXC-2024-0129,Trades,Missing Broker,High,Closed,CLT0012,Vanguard Emerging Markets,Americas,2024-07-27,08:09,2024-07-27 04:00,True,,Data Ops,Missing Broker detected in Trades for Vanguard Emerging Markets,Feed Failure,P2
EXC-2024-0130,Client Data,Missing Performance,Low,Resolved,CLT0002,Aditya Birla Capital,APAC,2024-08-13,12:38,2024-08-14 00:00,True,2024-08-14,Recon Team,Missing Performance detected in Client Data for Aditya Birla Capital,Manual Error,P2
EXC-2024-0131,Share Prices,Missing Price,High,In Progress,CLT0001,Tata Investment Corp,APAC,2025-04-15,13:21,2025-04-15 08:00,True,,Data Ops,Missing Price detected in Share Prices for Tata Investment Corp,Vendor Issue,P1
EXC-2024-0132,Share Prices,KYC Expired,High,In Progress,CLT0009,Emirates NBD Asset Mgmt,EMEA,2025-05-22,09:08,2025-05-22 08:00,True,,Recon Team,KYC Expired detected in Share Prices for Emirates NBD Asset Mgmt,Vendor Issue,P3
EXC-2024-0133,Share Prices,Missing ISIN,High,Open,CLT0008,Nippon India MF,APAC,2024-12-25,11:49,2024-12-25 04:00,True,,Data Ops,Missing ISIN detected in Share Prices for Nippon India MF,Feed Failure,P1
EXC-2024-0134,Positions,Schema Mismatch,High,Closed,CLT0009,Emirates NBD Asset Mgmt,EMEA,2025-05-09,08:55,2025-05-10 00:00,True,,Recon Team,Schema Mismatch detected in Positions for Emirates NBD Asset Mgmt,System Lag,P3
EXC-2024-0135,Performance,Missing ISIN,Medium,In Progress,CLT0015,Norges Bank Investment Mgmt,EMEA,2024-07-28,12:36,2024-07-28 08:00,True,,IT Support,Missing ISIN detected in Performance for Norges Bank Investment Mgmt,Config Error,P1
EXC-2024-0136,Securities Reference,Stale Data,Medium,Resolved,CLT0007,ICICI Prudential AMC,APAC,2025-05-25,09:26,2025-05-25 04:00,True,2025-05-28,IT Support,Stale Data detected in Securities Reference for ICICI Prudential AMC,Vendor Issue,P2
EXC-2024-0137,Securities Reference,Duplicate Trade,Medium,Resolved,CLT0011,BlackRock India Fund,Americas,2025-04-18,09:32,2025-04-18 08:00,True,2025-04-23,IT Support,Duplicate Trade detected in Securities Reference for BlackRock India Fund,Config Error,P3
EXC-2024-0138,Performance,Missing Performance,Low,Open,CLT0014,Temasek Holdings,APAC,2025-01-22,16:40,2025-01-24 00:00,True,,Client Services,Missing Performance detected in Performance for Temasek Holdings,Feed Failure,P2
EXC-2024-0139,Positions,Invalid Quantity,Medium,Open,CLT0007,ICICI Prudential AMC,APAC,2024-09-02,16:48,2024-09-04 00:00,True,,Recon Team,Invalid Quantity detected in Positions for ICICI Prudential AMC,System Lag,P1
EXC-2024-0140,Securities Reference,Stale Data,Low,Open,CLT0014,Temasek Holdings,APAC,2024-11-25,11:07,2024-11-26 00:00,True,2024-11-27,Data Ops,Stale Data detected in Securities Reference for Temasek Holdings,System Lag,P2
EXC-2024-0141,Share Prices,Missing Performance,Low,Open,CLT0003,SBI Life Insurance,APAC,2025-05-02,08:59,2025-05-02 08:00,True,,Client Services,Missing Performance detected in Share Prices for SBI Life Insurance,System Lag,P1
EXC-2024-0142,Trades,Stale Data,Medium,Open,CLT0003,SBI Life Insurance,APAC,2025-02-04,08:52,2025-02-05 00:00,True,2025-02-09,Recon Team,Stale Data detected in Trades for SBI Life Insurance,Feed Failure,P3
EXC-2024-0143,Performance,Missing ISIN,High,Closed,CLT0012,Vanguard Emerging Markets,Americas,2025-01-30,18:27,2025-01-30 04:00,True,,Recon Team,Missing ISIN detected in Performance for Vanguard Emerging Markets,Vendor Issue,P3
EXC-2024-0144,Performance,Missing ISIN,Low,In Progress,CLT0008,Nippon India MF,APAC,2024-12-30,16:20,2024-12-30 08:00,True,2025-01-01,Client Services,Missing ISIN detected in Performance for Nippon India MF,Config Error,P1
EXC-2024-0145,Share Prices,Duplicate Trade,High,Resolved,CLT0004,HDFC Pension Fund,APAC,2025-05-23,10:47,2025-05-23 04:00,True,2025-05-28,IT Support,Duplicate Trade detected in Share Prices for HDFC Pension Fund,Config Error,P2
EXC-2024-0146,Performance,Recon Break,High,Resolved,CLT0006,LIC of India,APAC,2025-03-19,15:59,2025-03-21 00:00,True,2025-03-24,Data Ops,Recon Break detected in Performance for LIC of India,Feed Failure,P1
EXC-2024-0147,Client Data,Recon Break,Low,Open,CLT0009,Emirates NBD Asset Mgmt,EMEA,2024-07-28,08:51,2024-07-28 04:00,True,,IT Support,Recon Break detected in Client Data for Emirates NBD Asset Mgmt,System Lag,P3
EXC-2024-0148,Trades,Missing Price,Low,Open,CLT0002,Aditya Birla Capital,APAC,2024-12-10,10:51,2024-12-12 00:00,True,2024-12-15,Data Ops,Missing Price detected in Trades for Aditya Birla Capital,Vendor Issue,P3
EXC-2024-0149,Share Prices,Missing Price,High,In Progress,CLT0015,Norges Bank Investment Mgmt,EMEA,2024-09-05,10:22,2024-09-06 00:00,True,2024-09-07,Data Ops,Missing Price detected in Share Prices for Norges Bank Investment Mgmt,Feed Failure,P3
EXC-2024-0150,Performance,Missing Price,Medium,Open,CLT0009,Emirates NBD Asset Mgmt,EMEA,2024-11-21,16:17,2024-11-21 08:00,True,,Recon Team,Missing Price detected in Performance for Emirates NBD Asset Mgmt,Config Error,P1
EXC-2024-0151,Positions,Schema Mismatch,Low,Open,CLT0004,HDFC Pension Fund,APAC,2024-12-09,18:57,2024-12-09 08:00,True,,IT Support,Schema Mismatch detected in Positions for HDFC Pension Fund,Manual Error,P2
EXC-2024-0152,Share Prices,Invalid Quantity,Medium,In Progress,CLT0005,Kotak Mahindra AMC,APAC,2024-08-29,09:12,2024-08-29 08:00,True,2024-08-31,Data Ops,Invalid Quantity detected in Share Prices for Kotak Mahindra AMC,Feed Failure,P2
EXC-2024-0153,Positions,Recon Break,Low,Resolved,CLT0010,Abu Dhabi Investment Auth,EMEA,2024-12-12,15:35,2024-12-13 00:00,True,,Client Services,Recon Break detected in Positions for Abu Dhabi Investment Auth,System Lag,P2
EXC-2024-0154,Performance,Stale Data,Low,Open,CLT0007,ICICI Prudential AMC,APAC,2024-09-29,11:07,2024-09-30 00:00,True,2024-10-02,Data Ops,Stale Data detected in Performance for ICICI Prudential AMC,Manual Error,P3
EXC-2024-0155,Trades,Schema Mismatch,Low,Open,CLT0004,HDFC Pension Fund,APAC,2025-01-17,12:23,2025-01-17 08:00,True,2025-01-21,Client Services,Schema Mismatch detected in Trades for HDFC Pension Fund,Feed Failure,P3
EXC-2024-0156,Performance,Missing Price,Medium,Open,CLT0003,SBI Life Insurance,APAC,2025-04-11,15:56,2025-04-13 00:00,True,2025-04-12,Client Services,Missing Price detected in Performance for SBI Life Insurance,System Lag,P1
EXC-2024-0157,Performance,KYC Expired,High,Open,CLT0006,LIC of India,APAC,2024-09-21,15:57,2024-09-21 04:00,True,2024-09-23,Data Ops,KYC Expired detected in Performance for LIC of India,Vendor Issue,P3
EXC-2024-0158,Client Data,Duplicate Trade,Low,In Progress,CLT0009,Emirates NBD Asset Mgmt,EMEA,2025-03-15,10:49,2025-03-17 00:00,True,,Data Ops,Duplicate Trade detected in Client Data for Emirates NBD Asset Mgmt,Feed Failure,P3
EXC-2024-0159,Positions,Invalid Quantity,Low,In Progress,CLT0004,HDFC Pension Fund,APAC,2024-07-11,11:27,2024-07-11 08:00,True,2024-07-14,Recon Team,Invalid Quantity detected in Positions for HDFC Pension Fund,Config Error,P2
EXC-2024-0160,Trades,Duplicate Trade,Medium,Open,CLT0008,Nippon India MF,APAC,2024-07-28,10:04,2024-07-28 08:00,True,,Client Services,Duplicate Trade detected in Trades for Nippon India MF,Manual Error,P1
EXC-2024-0161,Positions,Stale Data,Medium,Closed,CLT0004,HDFC Pension Fund,APAC,2025-03-31,18:05,2025-03-31 08:00,True,2025-04-03,Data Ops,Stale Data detected in Positions for HDFC Pension Fund,Config Error,P3
EXC-2024-0162,Securities Reference,Schema Mismatch,Low,Open,CLT0006,LIC of India,APAC,2024-06-22,09:03,2024-06-24 00:00,True,2024-06-27,Data Ops,Schema Mismatch detected in Securities Reference for LIC of India,Config Error,P3
EXC-2024-0163,Client Data,Missing Performance,Medium,Open,CLT0009,Emirates NBD Asset Mgmt,EMEA,2025-01-14,08:14,2025-01-14 04:00,True,2025-01-19,Data Ops,Missing Performance detected in Client Data for Emirates NBD Asset Mgmt,Feed Failure,P3
EXC-2024-0164,Securities Reference,Invalid Quantity,High,In Progress,CLT0004,HDFC Pension Fund,APAC,2024-08-05,11:14,2024-08-05 04:00,True,2024-08-10,IT Support,Invalid Quantity detected in Securities Reference for HDFC Pension Fund,Feed Failure,P1
EXC-2024-0165,Trades,KYC Expired,Low,In Progress,CLT0007,ICICI Prudential AMC,APAC,2025-03-25,15:38,2025-03-25 04:00,True,,Client Services,KYC Expired detected in Trades for ICICI Prudential AMC,System Lag,P2
EXC-2024-0166,Share Prices,Schema Mismatch,High,Open,CLT0010,Abu Dhabi Investment Auth,EMEA,2024-12-11,17:48,2024-12-11 04:00,True,,Data Ops,Schema Mismatch detected in Share Prices for Abu Dhabi Investment Auth,System Lag,P2
EXC-2024-0167,Securities Reference,Missing Price,Low,Closed,CLT0014,Temasek Holdings,APAC,2024-12-24,17:58,2024-12-24 04:00,True,,Recon Team,Missing Price detected in Securities Reference for Temasek Holdings,Manual Error,P2
EXC-2024-0168,Trades,Missing Price,Medium,Open,CLT0010,Abu Dhabi Investment Auth,EMEA,2025-05-21,18:50,2025-05-21 08:00,True,2025-05-24,IT Support,Missing Price detected in Trades for Abu Dhabi Investment Auth,Config Error,P1
EXC-2024-0169,Positions,Stale Data,Low,Open,CLT0006,LIC of India,APAC,2024-11-13,08:06,2024-11-13 04:00,True,,Data Ops,Stale Data detected in Positions for LIC of India,Vendor Issue,P2
EXC-2024-0170,Performance,Duplicate Trade,High,In Progress,CLT0001,Tata Investment Corp,APAC,2024-11-24,11:20,2024-11-24 04:00,True,,Client Services,Duplicate Trade detected in Performance for Tata Investment Corp,Manual Error,P3
EXC-2024-0171,Securities Reference,Invalid Quantity,Medium,In Progress,CLT0004,HDFC Pension Fund,APAC,2025-01-05,17:06,2025-01-06 00:00,True,,Recon Team,Invalid Quantity detected in Securities Reference for HDFC Pension Fund,Vendor Issue,P2
EXC-2024-0172,Client Data,Missing ISIN,Medium,Resolved,CLT0003,SBI Life Insurance,APAC,2024-11-04,09:32,2024-11-04 04:00,True,2024-11-08,Client Services,Missing ISIN detected in Client Data for SBI Life Insurance,Config Error,P2
EXC-2024-0173,Client Data,Schema Mismatch,Low,Open,CLT0005,Kotak Mahindra AMC,APAC,2025-01-12,08:05,2025-01-12 08:00,True,2025-01-13,Recon Team,Schema Mismatch detected in Client Data for Kotak Mahindra AMC,Vendor Issue,P3
EXC-2024-0174,Trades,Missing Broker,Low,Resolved,CLT0003,SBI Life Insurance,APAC,2024-10-31,09:52,2024-10-31 08:00,True,,Data Ops,Missing Broker detected in Trades for SBI Life Insurance,Vendor Issue,P1
EXC-2024-0175,Trades,Invalid Quantity,Low,Open,CLT0007,ICICI Prudential AMC,APAC,2025-02-28,15:07,2025-02-28 08:00,True,,IT Support,Invalid Quantity detected in Trades for ICICI Prudential AMC,Vendor Issue,P2
EXC-2024-0176,Securities Reference,Recon Break,High,In Progress,CLT0004,HDFC Pension Fund,APAC,2024-06-17,08:53,2024-06-17 04:00,True,,Recon Team,Recon Break detected in Securities Reference for HDFC Pension Fund,Feed Failure,P1
EXC-2024-0177,Performance,KYC Expired,Medium,Closed,CLT0013,GIC Private Ltd Singapore,APAC,2025-01-13,09:42,2025-01-15 00:00,True,2025-01-16,Client Services,KYC Expired detected in Performance for GIC Private Ltd Singapore,Feed Failure,P2
EXC-2024-0178,Positions,Duplicate Trade,High,Open,CLT0015,Norges Bank Investment Mgmt,EMEA,2024-08-12,17:21,2024-08-12 08:00,True,,Data Ops,Duplicate Trade detected in Positions for Norges Bank Investment Mgmt,Config Error,P2
EXC-2024-0179,Performance,Schema Mismatch,Medium,In Progress,CLT0003,SBI Life Insurance,APAC,2025-04-03,10:26,2025-04-05 00:00,True,,Recon Team,Schema Mismatch detected in Performance for SBI Life Insurance,Manual Error,P1
EXC-2024-0180,Trades,Missing Broker,High,Open,CLT0004,HDFC Pension Fund,APAC,2024-08-20,15:17,2024-08-21 00:00,True,,Client Services,Missing Broker detected in Trades for HDFC Pension Fund,Feed Failure,P3
EXC-2024-0181,Performance,Missing Broker,Low,Resolved,CLT0006,LIC of India,APAC,2024-12-06,15:29,2024-12-06 04:00,True,2024-12-08,Data Ops,Missing Broker detected in Performance for LIC of India,Vendor Issue,P1
EXC-2024-0182,Client Data,Missing ISIN,Low,Open,CLT0011,BlackRock India Fund,Americas,2025-01-02,12:25,2025-01-02 08:00,True,,IT Support,Missing ISIN detected in Client Data for BlackRock India Fund,Config Error,P1
EXC-2024-0183,Share Prices,Duplicate Trade,Medium,In Progress,CLT0001,Tata Investment Corp,APAC,2025-01-28,12:50,2025-01-29 00:00,True,2025-02-01,Client Services,Duplicate Trade detected in Share Prices for Tata Investment Corp,Config Error,P3
EXC-2024-0184,Positions,Stale Data,High,Open,CLT0004,HDFC Pension Fund,APAC,2025-05-10,15:26,2025-05-12 00:00,True,,Data Ops,Stale Data detected in Positions for HDFC Pension Fund,Vendor Issue,P2
EXC-2024-0185,Securities Reference,Missing Broker,Medium,Open,CLT0013,GIC Private Ltd Singapore,APAC,2025-02-14,10:07,2025-02-14 04:00,True,2025-02-16,IT Support,Missing Broker detected in Securities Reference for GIC Private Ltd Singapore,Manual Error,P2
EXC-2024-0186,Positions,Invalid Quantity,Medium,Open,CLT0010,Abu Dhabi Investment Auth,EMEA,2025-01-01,11:41,2025-01-03 00:00,True,,Client Services,Invalid Quantity detected in Positions for Abu Dhabi Investment Auth,Feed Failure,P2
EXC-2024-0187,Performance,Recon Break,Medium,Resolved,CLT0011,BlackRock India Fund,Americas,2024-10-07,17:59,2024-10-09 00:00,True,,IT Support,Recon Break detected in Performance for BlackRock India Fund,System Lag,P2
EXC-2024-0188,Securities Reference,Schema Mismatch,High,Open,CLT0002,Aditya Birla Capital,APAC,2024-12-09,10:35,2024-12-11 00:00,True,2024-12-11,Client Services,Schema Mismatch detected in Securities Reference for Aditya Birla Capital,Manual Error,P3
EXC-2024-0189,Securities Reference,Schema Mismatch,Medium,In Progress,CLT0009,Emirates NBD Asset Mgmt,EMEA,2024-08-26,10:09,2024-08-26 04:00,True,,Client Services,Schema Mismatch detected in Securities Reference for Emirates NBD Asset Mgmt,Manual Error,P2
EXC-2024-0190,Trades,Stale Data,Low,Open,CLT0012,Vanguard Emerging Markets,Americas,2024-08-31,16:26,2024-08-31 08:00,True,2024-09-04,IT Support,Stale Data detected in Trades for Vanguard Emerging Markets,Manual Error,P1
EXC-2024-0191,Client Data,Missing Price,Medium,Resolved,CLT0006,LIC of India,APAC,2025-03-18,11:55,2025-03-20 00:00,True,2025-03-21,IT Support,Missing Price detected in Client Data for LIC of India,System Lag,P3
EXC-2024-0192,Positions,Missing ISIN,High,Resolved,CLT0006,LIC of India,APAC,2025-04-14,08:49,2025-04-14 08:00,True,2025-04-15,Client Services,Missing ISIN detected in Positions for LIC of India,Feed Failure,P3
EXC-2024-0193,Securities Reference,KYC Expired,Medium,Resolved,CLT0005,Kotak Mahindra AMC,APAC,2024-12-05,15:04,2024-12-05 04:00,True,,Client Services,KYC Expired detected in Securities Reference for Kotak Mahindra AMC,Config Error,P3
EXC-2024-0194,Positions,Missing Price,High,Closed,CLT0005,Kotak Mahindra AMC,APAC,2025-03-17,14:08,2025-03-18 00:00,True,2025-03-21,Data Ops,Missing Price detected in Positions for Kotak Mahindra AMC,Vendor Issue,P2
EXC-2024-0195,Securities Reference,Invalid Quantity,Medium,Resolved,CLT0009,Emirates NBD Asset Mgmt,EMEA,2024-08-23,14:32,2024-08-25 00:00,True,2024-08-26,IT Support,Invalid Quantity detected in Securities Reference for Emirates NBD Asset Mgmt,System Lag,P2
EXC-2024-0196,Securities Reference,Recon Break,Low,Open,CLT0006,LIC of India,APAC,2024-08-10,17:21,2024-08-10 04:00,True,,IT Support,Recon Break detected in Securities Reference for LIC of India,System Lag,P2
EXC-2024-0197,Client Data,Schema Mismatch,Low,In Progress,CLT0007,ICICI Prudential AMC,APAC,2024-10-23,15:43,2024-10-23 08:00,True,2024-10-24,IT Support,Schema Mismatch detected in Client Data for ICICI Prudential AMC,Feed Failure,P1
EXC-2024-0198,Share Prices,Missing Broker,Low,Resolved,CLT0005,Kotak Mahindra AMC,APAC,2024-12-21,13:43,2024-12-23 00:00,True,,IT Support,Missing Broker detected in Share Prices for Kotak Mahindra AMC,Feed Failure,P1
EXC-2024-0199,Trades,Stale Data,Low,Open,CLT0013,GIC Private Ltd Singapore,APAC,2024-11-01,10:00,2024-11-03 00:00,True,,Data Ops,Stale Data detected in Trades for GIC Private Ltd Singapore,Config Error,P1
EXC-2024-0200,Performance,KYC Expired,Low,Open,CLT0010,Abu Dhabi Investment Auth,EMEA,2025-04-28,14:36,2025-04-28 04:00,True,,Client Services,KYC Expired detected in Performance for Abu Dhabi Investment Auth,Config Error,P3
EXC-2024-0201,Performance,Duplicate Trade,High,Open,CLT0002,Aditya Birla Capital,APAC,2025-05-02,08:56,2025-05-02 04:00,True,2025-05-05,Client Services,Duplicate Trade detected in Performance for Aditya Birla Capital,Config Error,P1
EXC-2024-0202,Trades,Missing Performance,High,Resolved,CLT0007,ICICI Prudential AMC,APAC,2025-02-06,15:00,2025-02-06 08:00,True,2025-02-09,Recon Team,Missing Performance detected in Trades for ICICI Prudential AMC,System Lag,P2
EXC-2024-0203,Securities Reference,KYC Expired,High,In Progress,CLT0014,Temasek Holdings,APAC,2024-09-30,17:14,2024-09-30 08:00,True,,IT Support,KYC Expired detected in Securities Reference for Temasek Holdings,System Lag,P1
EXC-2024-0204,Securities Reference,Missing Performance,Medium,Resolved,CLT0006,LIC of India,APAC,2025-01-26,14:17,2025-01-28 00:00,True,,IT Support,Missing Performance detected in Securities Reference for LIC of India,Config Error,P2
EXC-2024-0205,Positions,Recon Break,High,Closed,CLT0012,Vanguard Emerging Markets,Americas,2024-11-20,09:48,2024-11-20 08:00,True,2024-11-21,IT Support,Recon Break detected in Positions for Vanguard Emerging Markets,Config Error,P2
EXC-2024-0206,Client Data,Schema Mismatch,Low,Resolved,CLT0012,Vanguard Emerging Markets,Americas,2025-04-06,14:13,2025-04-07 00:00,True,2025-04-09,Client Services,Schema Mismatch detected in Client Data for Vanguard Emerging Markets,System Lag,P3
EXC-2024-0207,Securities Reference,Invalid Quantity,Medium,Resolved,CLT0015,Norges Bank Investment Mgmt,EMEA,2024-06-22,18:52,2024-06-23 00:00,True,2024-06-27,Data Ops,Invalid Quantity detected in Securities Reference for Norges Bank Investment Mgmt,System Lag,P3
EXC-2024-0208,Performance,Stale Data,Medium,Closed,CLT0011,BlackRock India Fund,Americas,2024-11-20,09:00,2024-11-20 04:00,True,2024-11-25,IT Support,Stale Data detected in Performance for BlackRock India Fund,Manual Error,P2
EXC-2024-0209,Client Data,Recon Break,Low,In Progress,CLT0010,Abu Dhabi Investment Auth,EMEA,2025-05-16,11:31,2025-05-16 04:00,True,,Recon Team,Recon Break detected in Client Data for Abu Dhabi Investment Auth,Vendor Issue,P3
EXC-2024-0210,Client Data,Schema Mismatch,High,In Progress,CLT0007,ICICI Prudential AMC,APAC,2025-01-04,15:45,2025-01-05 00:00,True,,Client Services,Schema Mismatch detected in Client Data for ICICI Prudential AMC,Vendor Issue,P3
EXC-2024-0211,Positions,Recon Break,Medium,In Progress,CLT0004,HDFC Pension Fund,APAC,2024-07-26,15:22,2024-07-26 08:00,True,,IT Support,Recon Break detected in Positions for HDFC Pension Fund,Vendor Issue,P2
EXC-2024-0212,Client Data,Duplicate Trade,Medium,Open,CLT0005,Kotak Mahindra AMC,APAC,2024-07-01,09:26,2024-07-01 04:00,True,2024-07-05,Recon Team,Duplicate Trade detected in Client Data for Kotak Mahindra AMC,Feed Failure,P3
EXC-2024-0213,Positions,Missing Price,Low,In Progress,CLT0015,Norges Bank Investment Mgmt,EMEA,2025-02-23,16:08,2025-02-24 00:00,True,2025-02-26,IT Support,Missing Price detected in Positions for Norges Bank Investment Mgmt,Vendor Issue,P1
EXC-2024-0214,Share Prices,Missing ISIN,Low,Open,CLT0003,SBI Life Insurance,APAC,2025-03-04,18:28,2025-03-04 08:00,True,2025-03-06,IT Support,Missing ISIN detected in Share Prices for SBI Life Insurance,System Lag,P1
EXC-2024-0215,Client Data,Missing Price,Medium,Open,CLT0007,ICICI Prudential AMC,APAC,2024-11-07,12:36,2024-11-09 00:00,True,,IT Support,Missing Price detected in Client Data for ICICI Prudential AMC,Feed Failure,P2
EXC-2024-0216,Securities Reference,Duplicate Trade,Medium,In Progress,CLT0012,Vanguard Emerging Markets,Americas,2024-09-06,16:31,2024-09-06 04:00,True,2024-09-08,Recon Team,Duplicate Trade detected in Securities Reference for Vanguard Emerging Markets,Feed Failure,P2
EXC-2024-0217,Performance,Schema Mismatch,Medium,Open,CLT0001,Tata Investment Corp,APAC,2024-06-16,13:38,2024-06-16 04:00,True,2024-06-17,IT Support,Schema Mismatch detected in Performance for Tata Investment Corp,System Lag,P2
EXC-2024-0218,Trades,Duplicate Trade,High,Resolved,CLT0013,GIC Private Ltd Singapore,APAC,2024-11-24,08:26,2024-11-25 00:00,True,2024-11-29,Client Services,Duplicate Trade detected in Trades for GIC Private Ltd Singapore,Manual Error,P2
EXC-2024-0219,Performance,Schema Mismatch,Medium,Open,CLT0008,Nippon India MF,APAC,2024-08-08,09:55,2024-08-10 00:00,True,,Client Services,Schema Mismatch detected in Performance for Nippon India MF,Config Error,P2
EXC-2024-0220,Client Data,Missing Performance,Medium,Open,CLT0002,Aditya Birla Capital,APAC,2025-01-18,09:35,2025-01-18 04:00,True,2025-01-22,Client Services,Missing Performance detected in Client Data for Aditya Birla Capital,Config Error,P3
EXC-2024-0221,Positions,Schema Mismatch,High,Open,CLT0012,Vanguard Emerging Markets,Americas,2025-04-19,12:30,2025-04-19 04:00,True,,IT Support,Schema Mismatch detected in Positions for Vanguard Emerging Markets,Manual Error,P1
EXC-2024-0222,Client Data,Recon Break,Medium,Open,CLT0001,Tata Investment Corp,APAC,2024-09-09,08:37,2024-09-10 00:00,True,2024-09-12,Recon Team,Recon Break detected in Client Data for Tata Investment Corp,Feed Failure,P3
EXC-2024-0223,Securities Reference,Missing Broker,Medium,Open,CLT0010,Abu Dhabi Investment Auth,EMEA,2024-10-30,18:02,2024-10-30 08:00,True,,IT Support,Missing Broker detected in Securities Reference for Abu Dhabi Investment Auth,Feed Failure,P3
EXC-2024-0224,Performance,Invalid Quantity,Low,Resolved,CLT0010,Abu Dhabi Investment Auth,EMEA,2024-12-22,08:27,2024-12-22 04:00,True,2024-12-26,Data Ops,Invalid Quantity detected in Performance for Abu Dhabi Investment Auth,Vendor Issue,P1
EXC-2024-0225,Performance,Duplicate Trade,Medium,In Progress,CLT0004,HDFC Pension Fund,APAC,2024-06-10,13:10,2024-06-10 04:00,True,2024-06-12,Client Services,Duplicate Trade detected in Performance for HDFC Pension Fund,System Lag,P1
EXC-2024-0226,Positions,Invalid Quantity,Low,Open,CLT0014,Temasek Holdings,APAC,2024-12-31,09:29,2025-01-01 00:00,True,,Data Ops,Invalid Quantity detected in Positions for Temasek Holdings,Config Error,P3
EXC-2024-0227,Share Prices,Invalid Quantity,Medium,Open,CLT0003,SBI Life Insurance,APAC,2024-08-13,09:13,2024-08-13 04:00,True,,Data Ops,Invalid Quantity detected in Share Prices for SBI Life Insurance,Feed Failure,P1
EXC-2024-0228,Positions,Schema Mismatch,Low,In Progress,CLT0013,GIC Private Ltd Singapore,APAC,2024-07-24,15:16,2024-07-25 00:00,True,2024-07-25,Recon Team,Schema Mismatch detected in Positions for GIC Private Ltd Singapore,Manual Error,P2
EXC-2024-0229,Securities Reference,Recon Break,Low,Open,CLT0007,ICICI Prudential AMC,APAC,2025-01-14,18:17,2025-01-14 04:00,True,,Client Services,Recon Break detected in Securities Reference for ICICI Prudential AMC,Feed Failure,P1
EXC-2024-0230,Trades,Missing Broker,Low,Resolved,CLT0003,SBI Life Insurance,APAC,2024-12-16,16:53,2024-12-17 00:00,True,,IT Support,Missing Broker detected in Trades for SBI Life Insurance,Feed Failure,P3
