position_id,client_id,client_name,security_id,ticker,security_name,position_date,quantity,market_price,market_value,cost_basis,unrealised_pnl,currency,portfolio_id,region,sector,asset_class,custodian,source_system,validated,recon_status,days_since_update
POS-00393,CLT0010,Abu Dhabi Investment Auth,INE414G01012,ADANIENT,Adani Enterprises Ltd,2025-04-02,189029,2234.9,422460912.1,398772213.96,23688698.14,INR,PORT-020,EMEA,Conglomerate,Equity,Deutsche Bank,Simcorp,False,Matched,0
POS-00394,CLT0008,Nippon India MF,INE009A01021,INFY,Infosys Ltd,2025-04-20,51838,1362.75,70642234.5,67534563.32,3107671.18,INR,PORT-012,APAC,IT,Equity,Deutsche Bank,Charles River,True,Matched,10
POS-00395,CLT0006,LIC of India,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-03-06,100612,1563.5,157306862.0,146781460.69,10525401.31,INR,PORT-022,APAC,IT,Equity,Axis Bank Custody,Simcorp,True,Matched,7
POS-00396,CLT0011,BlackRock India Fund,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-06-13,139905,1631.35,228234021.75,230343498.27,-2109476.52,INR,PORT-020,Americas,Pharma,Equity,Axis Bank Custody,Simcorp,True,Matched,8
POS-00397,CLT0013,GIC Private Ltd Singapore,INE154A01025,ITC,ITC Ltd,2024-03-06,40851,420.7,17186015.7,16423103.31,762912.39,INR,PORT-027,APAC,FMCG,Equity,Deutsche Bank,In-house,True,Matched,5
POS-00398,CLT0012,Vanguard Emerging Markets,INE075A01022,WIPRO,Wipro Ltd,2025-03-24,16674,567.21,9457659.54,8625705.87,831953.67,INR,PORT-033,Americas,IT,Equity,Citi India,In-house,True,Matched,3
POS-00399,CLT0003,SBI Life Insurance,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-10-20,98524,2221.44,218865154.56,212938892.85,5926261.71,INR,PORT-008,APAC,Conglomerate,Equity,Deutsche Bank,In-house,True,Pending,3
POS-00400,CLT0001,Tata Investment Corp,INE075A01022,WIPRO,Wipro Ltd,2024-08-04,98668,544.18,53693152.24,44038917.19,9654235.05,INR,PORT-037,APAC,IT,Equity,Citi India,Bloomberg AIM,True,Matched,5
POS-00401,CLT0009,Emirates NBD Asset Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-06-28,66932,1508.12,100941487.84,98284738.74,2656749.1,INR,PORT-038,EMEA,IT,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,0
POS-00402,CLT0001,Tata Investment Corp,INE075A01022,WIPRO,Wipro Ltd,2024-09-08,141472,527.25,74591112.0,63032209.28,11558902.72,INR,PORT-004,APAC,IT,Equity,Citi India,Charles River,True,Matched,5
POS-00403,CLT0012,Vanguard Emerging Markets,INE467B01029,TCS,Tata Consultancy Services,2024-11-04,122724,3775.0,463283100.0,465706738.44,-2423638.44,INR,PORT-012,Americas,IT,Equity,Citi India,Bloomberg AIM,True,Matched,3
POS-00404,CLT0005,Kotak Mahindra AMC,INE009A01021,INFY,Infosys Ltd,2024-05-18,178428,1567.79,279737634.12,233942407.81,45795226.31,INR,PORT-032,APAC,IT,Equity,HDFC Bank Custody,Simcorp,True,Matched,0
POS-00405,CLT0008,Nippon India MF,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-10-14,44637,2286.33,102054912.21,106471317.64,-4416405.43,INR,PORT-039,APAC,Conglomerate,Equity,Deutsche Bank,Charles River,True,Matched,4
POS-00406,CLT0009,Emirates NBD Asset Mgmt,INE075A01022,WIPRO,Wipro Ltd,2024-02-12,191241,509.34,97406690.94,92322660.22,5084030.72,INR,PORT-045,EMEA,IT,Equity,Citi India,In-house,False,Break,8
POS-00407,CLT0002,Aditya Birla Capital,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-04-15,27718,,,41311546.09,-326325.39,INR,PORT-044,APAC,Banking,Equity,Axis Bank Custody,Charles River,True,Matched,2
POS-00408,CLT0004,HDFC Pension Fund,INE154A01025,ITC,ITC Ltd,2024-01-23,122516,464.42,56898880.72,57490161.48,-591280.76,INR,PORT-002,APAC,FMCG,Equity,Citi India,Charles River,True,Matched,8
POS-00409,CLT0007,ICICI Prudential AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-01-18,144387,3467.75,500698019.25,459517470.06,41180549.19,INR,PORT-046,APAC,Infrastructure,Equity,Axis Bank Custody,In-house,True,Matched,5
POS-00410,CLT0011,BlackRock India Fund,INE001A01036,SBIN,State Bank of India,2024-10-26,82024,722.25,59241834.0,62810325.01,-3568491.01,INR,PORT-037,Americas,Banking,Equity,Citi India,Bloomberg AIM,True,Break,4
POS-00411,CLT0002,Aditya Birla Capital,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2025-02-28,194817,1358.18,264596553.06,232060658.46,32535894.6,INR,PORT-031,APAC,Telecom,Equity,Citi India,Bloomberg AIM,True,Pending,6
POS-00412,CLT0005,Kotak Mahindra AMC,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-01-18,77505,247.46,19179387.3,21119724.42,-1940337.12,INR,PORT-013,APAC,Energy,Equity,Citi India,In-house,True,Matched,10
POS-00413,CLT0008,Nippon India MF,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2024-04-15,9119,12365.18,112758076.42,117388893.51,-4630817.09,INR,PORT-011,APAC,Auto,Equity,Axis Bank Custody,In-house,True,Pending,4
POS-00414,CLT0011,BlackRock India Fund,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2025-05-17,70891,1465.51,103891469.41,91586072.92,12305396.49,INR,PORT-019,Americas,Telecom,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,6
POS-00415,CLT0013,GIC Private Ltd Singapore,INE001A01036,SBIN,State Bank of India,2024-03-31,103501,816.2,84477516.2,79492172.32,4985343.88,INR,PORT-032,APAC,Banking,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,5
POS-00416,CLT0003,SBI Life Insurance,INE467B01029,TCS,Tata Consultancy Services,2024-03-28,91631,4000.58,366577145.98,318141011.31,48436134.67,INR,PORT-038,APAC,IT,Equity,HDFC Bank Custody,In-house,True,Pending,2
POS-00417,CLT0015,Norges Bank Investment Mgmt,INE154A01025,ITC,ITC Ltd,2024-06-27,159602,431.71,68901779.42,66901005.69,2000773.73,INR,PORT-036,EMEA,FMCG,Equity,Citi India,Simcorp,True,Matched,6
POS-00418,CLT0008,Nippon India MF,INE009A01021,INFY,Infosys Ltd,2024-09-05,106724,1442.81,153982454.44,155420786.49,-1438332.05,INR,PORT-024,APAC,IT,Equity,Axis Bank Custody,In-house,True,Matched,8
POS-00419,CLT0004,HDFC Pension Fund,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-09-20,174273,6791.34,1183547195.82,1253087605.76,-69540409.94,INR,PORT-013,APAC,NBFC,Equity,Citi India,Charles River,True,Matched,5
POS-00420,CLT0003,SBI Life Insurance,INE031A01017,POWERGRID,Power Grid Corp of India,2024-07-26,102490,309.62,31732953.8,30784201.62,948752.18,INR,PORT-035,APAC,Utilities,Equity,HDFC Bank Custody,In-house,True,Matched,3
POS-00421,CLT0001,Tata Investment Corp,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-03-14,13466,1518.4,20446774.4,20133407.19,313367.21,INR,PORT-040,APAC,Banking,Equity,Axis Bank Custody,In-house,True,Matched,7
POS-00422,CLT0010,Abu Dhabi Investment Auth,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-04-30,41234,2884.38,118934524.92,110527086.92,8407438.0,INR,PORT-006,EMEA,Energy,Equity,Deutsche Bank,Charles River,True,Matched,7
POS-00423,CLT0008,Nippon India MF,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-10-18,46780,1679.6,78571688.0,69559170.8,9012517.2,INR,PORT-010,APAC,Pharma,Equity,Citi India,Simcorp,False,Matched,2
POS-00424,CLT0014,Temasek Holdings,INE020B01018,NTPC,NTPC Ltd,2024-03-05,109705,377.38,41400472.9,39327408.51,2073064.39,INR,PORT-049,APAC,Utilities,Equity,Axis Bank Custody,In-house,True,Break,8
POS-00425,CLT0003,SBI Life Insurance,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-12-13,197633,6829.31,1349697023.23,1416722639.14,-67025615.91,INR,PORT-033,APAC,NBFC,Equity,HDFC Bank Custody,Simcorp,True,Matched,10
POS-00426,CLT0015,Norges Bank Investment Mgmt,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2024-01-14,20240,13221.87,267610648.8,246437952.57,21172696.23,INR,PORT-049,EMEA,Auto,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,3
POS-00427,CLT0012,Vanguard Emerging Markets,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-05-17,46898,1372.65,64374539.7,59703408.96,4671130.74,INR,PORT-009,Americas,Telecom,Equity,Axis Bank Custody,In-house,True,Matched,6
POS-00428,CLT0004,HDFC Pension Fund,INE020B01018,NTPC,NTPC Ltd,2024-12-29,35588,373.64,13297100.32,11349736.88,1947363.44,INR,PORT-010,APAC,Utilities,Equity,HDFC Bank Custody,Simcorp,False,Matched,5
POS-00429,CLT0013,GIC Private Ltd Singapore,INE040A01034,HDFCBANK,HDFC Bank Ltd,2025-03-18,25753,1585.12,40821595.36,41947779.86,-1126184.5,INR,PORT-012,APAC,Banking,Equity,Citi India,Simcorp,True,Matched,10
POS-00430,CLT0006,LIC of India,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2025-02-04,184606,1525.86,281682911.16,218328277.94,63354633.22,INR,PORT-026,APAC,Telecom,Equity,Axis Bank Custody,Simcorp,True,Matched,1
POS-00431,CLT0004,HDFC Pension Fund,INE585B01010,AXISBANK,Axis Bank Ltd,2025-02-20,152821,1034.3,158062760.3,166859429.64,-8796669.34,INR,PORT-022,APAC,Banking,Equity,Citi India,Simcorp,True,Matched,6
POS-00432,CLT0012,Vanguard Emerging Markets,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-09-02,80408,1503.08,120859656.64,110206794.13,10652862.51,INR,PORT-033,Americas,Telecom,Equity,HDFC Bank Custody,Charles River,False,Matched,0
POS-00433,CLT0003,SBI Life Insurance,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-03-01,51174,2566.04,131314530.96,108758117.9,22556413.06,INR,PORT-017,APAC,Conglomerate,Equity,Citi India,Simcorp,False,Break,6
POS-00434,CLT0007,ICICI Prudential AMC,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-03-15,152621,7376.99,1125883590.79,1137116814.52,-11233223.73,INR,PORT-005,APAC,NBFC,Equity,Citi India,In-house,False,Break,10
POS-00435,CLT0006,LIC of India,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-01-20,163042,276.41,45066439.22,45707755.37,-641316.15,INR,PORT-039,APAC,Energy,Equity,Citi India,In-house,True,Matched,2
POS-00436,CLT0004,HDFC Pension Fund,INE154A01025,ITC,ITC Ltd,2024-06-05,99653,444.05,44250914.65,44701513.34,-450598.69,INR,PORT-023,APAC,FMCG,Equity,HDFC Bank Custody,Simcorp,True,Matched,4
POS-00437,CLT0015,Norges Bank Investment Mgmt,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-03-20,178723,6747.76,1205979910.48,1104882332.23,101097578.25,INR,PORT-027,EMEA,NBFC,Equity,Axis Bank Custody,In-house,True,Matched,7
POS-00438,CLT0012,Vanguard Emerging Markets,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-03-15,72173,1152.68,83192373.64,79398282.89,3794090.75,INR,PORT-020,Americas,Banking,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,7
POS-00439,CLT0009,Emirates NBD Asset Mgmt,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-03-23,24786,7338.78,181899001.08,169868428.87,12030572.21,INR,PORT-015,EMEA,NBFC,Equity,Deutsche Bank,In-house,True,Matched,1
POS-00440,CLT0011,BlackRock India Fund,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-07-06,46809,1649.46,77209573.14,75508173.06,1701400.08,INR,PORT-021,Americas,Banking,Equity,HDFC Bank Custody,Charles River,True,Matched,0
POS-00441,CLT0006,LIC of India,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-06-14,54834,1759.31,96470004.54,82311835.92,14158168.62,INR,PORT-042,APAC,Pharma,Equity,Citi India,Charles River,False,Matched,3
POS-00442,CLT0012,Vanguard Emerging Markets,INE009A01021,INFY,Infosys Ltd,2024-11-05,115711,1617.06,187111629.66,167237643.41,19873986.25,INR,PORT-005,Americas,IT,Equity,Citi India,Charles River,False,Matched,5
POS-00443,CLT0008,Nippon India MF,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-07-02,165183,1137.11,187831241.13,209552323.76,-21721082.63,INR,PORT-014,APAC,Banking,Equity,Axis Bank Custody,Charles River,True,Matched,6
POS-00444,CLT0010,Abu Dhabi Investment Auth,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-03-16,37394,,,61127310.61,192492.41,INR,PORT-009,EMEA,IT,Equity,Deutsche Bank,Simcorp,True,Matched,2
POS-00445,CLT0015,Norges Bank Investment Mgmt,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-03-01,80097,639.75,51242055.75,49349825.66,1892230.09,INR,PORT-044,EMEA,Metals,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,4
POS-00446,CLT0010,Abu Dhabi Investment Auth,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-06-03,51742,3362.95,174005758.9,188089682.51,-14083923.61,INR,PORT-022,EMEA,Infrastructure,Equity,HDFC Bank Custody,Charles River,True,Matched,6
POS-00447,CLT0013,GIC Private Ltd Singapore,INE467B01029,TCS,Tata Consultancy Services,2024-12-20,58967,3852.79,227187467.93,214324250.51,12863217.42,INR,PORT-028,APAC,IT,Equity,HDFC Bank Custody,In-house,True,Matched,3
POS-00448,CLT0008,Nippon India MF,INE585B01010,AXISBANK,Axis Bank Ltd,2025-01-20,179269,949.17,170156756.73,186136823.54,-15980066.81,INR,PORT-016,APAC,Banking,Equity,Citi India,In-house,True,Matched,4
POS-00449,CLT0001,Tata Investment Corp,INE020B01018,NTPC,NTPC Ltd,2025-04-13,109972,367.59,40424607.48,41278512.96,-853905.48,INR,PORT-005,APAC,Utilities,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,9
POS-00450,CLT0014,Temasek Holdings,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-07-17,607,1734.78,1053011.46,958788.81,94222.65,INR,PORT-039,APAC,Pharma,Equity,Citi India,In-house,False,Break,4
POS-00451,CLT0009,Emirates NBD Asset Mgmt,INE009A01021,INFY,Infosys Ltd,2024-04-10,113230,1382.23,156509902.9,167778553.75,-11268650.85,INR,PORT-007,EMEA,IT,Equity,Citi India,In-house,True,Break,7
POS-00452,CLT0012,Vanguard Emerging Markets,INE001A01036,SBIN,State Bank of India,2024-07-16,181253,848.02,153706169.06,134065283.63,19640885.43,INR,PORT-017,Americas,Banking,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,5
POS-00453,CLT0004,HDFC Pension Fund,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-06-20,32136,267.46,8595094.56,7377312.94,1217781.62,INR,PORT-026,APAC,Energy,Equity,HDFC Bank Custody,In-house,True,Matched,8
POS-00454,CLT0001,Tata Investment Corp,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-08-26,59926,1265.55,75839349.3,68789168.9,7050180.4,INR,PORT-022,APAC,Banking,Equity,Deutsche Bank,Simcorp,True,Break,10
POS-00455,CLT0010,Abu Dhabi Investment Auth,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-03-07,77641,1486.84,115439744.44,123516389.01,-8076644.57,INR,PORT-004,EMEA,Banking,Equity,Deutsche Bank,In-house,True,Matched,0
POS-00456,CLT0009,Emirates NBD Asset Mgmt,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-03-23,87030,7307.78,635996093.4,589841250.25,46154843.15,INR,PORT-013,EMEA,NBFC,Equity,HDFC Bank Custody,Charles River,True,Matched,6
POS-00457,CLT0009,Emirates NBD Asset Mgmt,INE020B01018,NTPC,NTPC Ltd,2025-03-16,57171,388.37,22203501.27,21336807.36,866693.91,INR,PORT-035,EMEA,Utilities,Equity,Deutsche Bank,Bloomberg AIM,False,Matched,7
POS-00458,CLT0004,HDFC Pension Fund,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2025-04-21,134782,12446.65,1677584380.3,1742753066.9,-65168686.6,INR,PORT-037,APAC,Auto,Equity,Axis Bank Custody,Charles River,True,Matched,4
POS-00459,CLT0008,Nippon India MF,INE585B01010,AXISBANK,Axis Bank Ltd,2024-08-03,181986,1030.47,187531113.42,181630016.21,5901097.21,INR,PORT-007,APAC,Banking,Equity,HDFC Bank Custody,In-house,True,Pending,6
POS-00460,CLT0014,Temasek Holdings,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-06-24,56122,295.12,16562724.64,13888693.99,2674030.65,INR,PORT-013,APAC,Energy,Equity,Deutsche Bank,Simcorp,True,Matched,9
POS-00461,CLT0010,Abu Dhabi Investment Auth,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-12-02,88812,660.34,58646116.08,52914575.21,5731540.87,INR,PORT-027,EMEA,Metals,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,2
POS-00462,CLT0006,LIC of India,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-05-21,85767,685.67,58807858.89,54685993.11,4121865.78,INR,PORT-045,APAC,Metals,Equity,Deutsche Bank,Charles River,True,Break,1
POS-00463,CLT0003,SBI Life Insurance,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-06-07,19171,1204.34,23088402.14,24859820.45,-1771418.31,INR,PORT-003,APAC,Banking,Equity,Citi India,In-house,True,Matched,2
POS-00464,CLT0006,LIC of India,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-06-07,130162,,,206808401.34,-10953639.94,INR,PORT-011,APAC,IT,Equity,Citi India,In-house,False,Matched,3
POS-00465,CLT0005,Kotak Mahindra AMC,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-04-23,121579,266.27,32372840.33,33248942.68,-876102.35,INR,PORT-004,APAC,Energy,Equity,Citi India,In-house,True,Matched,5
POS-00466,CLT0011,BlackRock India Fund,INE009A01021,INFY,Infosys Ltd,2024-01-15,169520,1332.14,225824372.8,246152336.99,-20327964.19,INR,PORT-050,Americas,IT,Equity,HDFC Bank Custody,Simcorp,True,Matched,3
POS-00467,CLT0013,GIC Private Ltd Singapore,INE090A01021,ICICIBANK,ICICI Bank Ltd,2025-01-06,107491,1141.43,122693452.13,116450288.37,6243163.76,INR,PORT-048,APAC,Banking,Equity,HDFC Bank Custody,In-house,True,Matched,2
POS-00468,CLT0001,Tata Investment Corp,INE154A01025,ITC,ITC Ltd,2024-06-11,154519,431.85,66729030.15,71132733.28,-4403703.13,INR,PORT-040,APAC,FMCG,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,0
POS-00469,CLT0013,GIC Private Ltd Singapore,INE009A01021,INFY,Infosys Ltd,2024-08-13,193460,1359.73,263053365.8,281994008.54,-18940642.74,INR,PORT-029,APAC,IT,Equity,Axis Bank Custody,Bloomberg AIM,True,Pending,5
POS-00470,CLT0004,HDFC Pension Fund,INE154A01025,ITC,ITC Ltd,2024-12-21,126744,465.37,58982855.28,53071295.15,5911560.13,INR,PORT-032,APAC,FMCG,Equity,Deutsche Bank,In-house,True,Matched,6
POS-00471,CLT0005,Kotak Mahindra AMC,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-07-14,74831,1465.1,109634898.1,105481243.32,4153654.78,INR,PORT-016,APAC,IT,Equity,Deutsche Bank,In-house,True,Matched,0
POS-00472,CLT0012,Vanguard Emerging Markets,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2025-02-09,76772,7187.26,551780324.72,478349921.66,73430403.06,INR,PORT-006,Americas,NBFC,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,6
POS-00473,CLT0011,BlackRock India Fund,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-10-24,194311,1181.21,229522096.31,222447777.38,7074318.93,INR,PORT-048,Americas,Banking,Equity,Axis Bank Custody,Simcorp,False,Matched,7
POS-00474,CLT0012,Vanguard Emerging Markets,INE020B01018,NTPC,NTPC Ltd,2024-04-14,164407,394.62,64878290.34,58443957.08,6434333.26,INR,PORT-015,Americas,Utilities,Equity,HDFC Bank Custody,In-house,True,Matched,2
POS-00475,CLT0011,BlackRock India Fund,INE467B01029,TCS,Tata Consultancy Services,2025-02-14,139781,3653.13,510638164.53,467599291.48,43038873.05,INR,PORT-028,Americas,IT,Equity,Axis Bank Custody,Charles River,False,Matched,6
POS-00476,CLT0011,BlackRock India Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-12-11,175036,2460.3,430641070.8,433605370.88,-2964300.08,INR,PORT-002,Americas,Conglomerate,Equity,HDFC Bank Custody,Charles River,False,Matched,8
POS-00477,CLT0004,HDFC Pension Fund,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-12-14,105126,1737.12,182616477.12,141392488.33,41223988.79,INR,PORT-044,APAC,IT,Equity,Axis Bank Custody,Simcorp,True,Break,3
POS-00478,CLT0007,ICICI Prudential AMC,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-02-02,81662,257.6,21036131.2,21412519.55,-376388.35,INR,PORT-044,APAC,Energy,Equity,Axis Bank Custody,Simcorp,True,Matched,2
POS-00479,CLT0007,ICICI Prudential AMC,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-10-16,65777,672.12,44210037.24,38312170.06,5897867.18,INR,PORT-002,APAC,Metals,Equity,Axis Bank Custody,Charles River,True,Matched,9
POS-00480,CLT0001,Tata Investment Corp,INE154A01025,ITC,ITC Ltd,2024-11-20,59607,425.04,25335359.28,23977105.97,1358253.31,INR,PORT-021,APAC,FMCG,Equity,HDFC Bank Custody,Bloomberg AIM,True,Matched,3
POS-00481,CLT0011,BlackRock India Fund,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-03-11,96239,3844.99,370037992.61,325018797.14,45019195.47,INR,PORT-016,Americas,Infrastructure,Equity,Deutsche Bank,Charles River,True,Matched,1
POS-00482,CLT0007,ICICI Prudential AMC,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-04-22,188699,2839.07,535729669.93,513021366.59,22708303.34,INR,PORT-029,APAC,Energy,Equity,Citi India,Simcorp,True,Pending,4
POS-00483,CLT0011,BlackRock India Fund,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-12-20,14253,1693.48,24137170.44,20894731.62,3242438.82,INR,PORT-034,Americas,IT,Equity,Axis Bank Custody,Charles River,False,Matched,5
POS-00484,CLT0012,Vanguard Emerging Markets,INE001A01036,SBIN,State Bank of India,2024-01-01,48320,706.25,34126000.0,32879678.76,1246321.24,INR,PORT-041,Americas,Banking,Equity,Deutsche Bank,Simcorp,True,Matched,4
POS-00485,CLT0010,Abu Dhabi Investment Auth,INE020B01018,NTPC,NTPC Ltd,2024-05-18,37515,324.28,12165364.2,11762793.21,402570.99,INR,PORT-047,EMEA,Utilities,Equity,Citi India,Bloomberg AIM,False,Matched,2
POS-00486,CLT0012,Vanguard Emerging Markets,INE467B01029,TCS,Tata Consultancy Services,2024-06-17,171344,3882.42,665229372.48,578259721.94,86969650.54,INR,PORT-023,Americas,IT,Equity,Deutsche Bank,Charles River,True,Matched,3
POS-00487,CLT0001,Tata Investment Corp,INE075A01022,WIPRO,Wipro Ltd,2025-01-05,181677,496.53,90208080.81,92391842.31,-2183761.5,INR,PORT-009,APAC,IT,Equity,HDFC Bank Custody,Bloomberg AIM,False,Break,9
POS-00488,CLT0003,SBI Life Insurance,INE414G01012,ADANIENT,Adani Enterprises Ltd,2025-03-02,156590,2372.37,371489418.3,402333152.26,-30843733.96,INR,PORT-008,APAC,Conglomerate,Equity,Axis Bank Custody,In-house,True,Matched,0
POS-00489,CLT0013,GIC Private Ltd Singapore,INE020B01018,NTPC,NTPC Ltd,2025-04-19,159686,354.7,56640624.2,57425699.01,-785074.81,INR,PORT-014,APAC,Utilities,Equity,HDFC Bank Custody,Charles River,True,Matched,6
POS-00490,CLT0007,ICICI Prudential AMC,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2024-03-30,140101,13114.86,1837405000.86,1583202241.16,254202759.7,INR,PORT-019,APAC,Auto,Equity,Citi India,Charles River,True,Matched,4
POS-00491,CLT0010,Abu Dhabi Investment Auth,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-03-31,188466,261.77,49334744.82,52890346.19,-3555601.37,INR,PORT-026,EMEA,Energy,Equity,Deutsche Bank,In-house,True,Matched,2
POS-00492,CLT0015,Norges Bank Investment Mgmt,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-11-02,190652,,,716224470.55,-44538409.35,INR,PORT-037,EMEA,Infrastructure,Equity,Deutsche Bank,Simcorp,True,Matched,5
POS-00493,CLT0013,GIC Private Ltd Singapore,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-04-10,115579,6997.18,808727067.22,822390591.41,-13663524.19,INR,PORT-046,APAC,NBFC,Equity,Axis Bank Custody,Simcorp,False,Pending,8
POS-00494,CLT0009,Emirates NBD Asset Mgmt,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-09-11,112805,292.13,32953724.65,29443467.4,3510257.25,INR,PORT-043,EMEA,Energy,Equity,Deutsche Bank,In-house,True,Matched,1
POS-00495,CLT0007,ICICI Prudential AMC,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-01-27,96275,1719.38,165533309.5,147522972.17,18010337.33,INR,PORT-050,APAC,IT,Equity,Citi India,Simcorp,True,Matched,5
POS-00496,CLT0011,BlackRock India Fund,INE031A01017,POWERGRID,Power Grid Corp of India,2024-03-11,1875,303.22,568537.5,601645.99,-33108.49,INR,PORT-027,Americas,Utilities,Equity,Citi India,Bloomberg AIM,True,Matched,4
POS-00497,CLT0010,Abu Dhabi Investment Auth,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-01-24,131445,1422.62,186996285.9,175234267.83,11762018.07,INR,PORT-050,EMEA,Telecom,Equity,Deutsche Bank,In-house,True,Matched,10
POS-00498,CLT0004,HDFC Pension Fund,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2025-02-23,133464,1446.75,193089042.0,176407316.49,16681725.51,INR,PORT-003,APAC,Telecom,Equity,Deutsche Bank,Bloomberg AIM,True,Matched,5
POS-00499,CLT0014,Temasek Holdings,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-01-15,165557,2929.35,484974397.95,415962620.83,69011777.12,INR,PORT-022,APAC,Energy,Equity,Axis Bank Custody,Bloomberg AIM,True,Matched,3
POS-00500,CLT0001,Tata Investment Corp,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-12-10,46259,1605.55,74271137.45,66006208.91,8264928.54,INR,PORT-025,APAC,IT,Equity,Axis Bank Custody,In-house,True,Matched,1
POS-00501,CLT0009,Emirates NBD Asset Mgmt,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2025-03-12,122144,1600.55,195497579.2,178181362.14,17316217.06,INR,PORT-043,EMEA,Pharma,Equity,HDFC Bank Custody,Charles River,True,Pending,4
POS-00502,CLT0013,GIC Private Ltd Singapore,INE066A01021,ONGC,Oil & Natural Gas Corp,2025-01-08,147380,275.31,40575187.8,36315901.43,4259286.37,INR,PORT-041,APAC,Energy,Equity,Axis Bank Custody,Simcorp,True,Matched,9
