trade_id,client_id,client_name,security_id,ticker,security_name,trade_type,quantity,trade_price,trade_value,currency,trade_date,settlement_date,broker,portfolio_id,region,status,is_duplicate,validated,exception_flag
TRD-2024-00483,CLT0014,Temasek Holdings,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,SELL,42277.0,7026.93,297077519.61,INR,2025-05-01,2025-05-03,Edelweiss,PORT-011,APAC,Settled,False,True,False
TRD-2024-00484,CLT0006,LIC of India,INE361B01024,HCLTECH,HCL Technologies Ltd,BUY,30495.0,1547.05,47177289.75,INR,2024-10-25,2024-10-27,ICICI Direct,PORT-009,APAC,Settled,False,True,False
TRD-2024-00485,CLT0015,Norges Bank Investment Mgmt,INE001A01036,SBIN,State Bank of India,SELL,25015.0,764.12,19114461.8,INR,2024-10-08,2024-10-10,Edelweiss,PORT-048,EMEA,Settled,False,False,False
TRD-2024-00486,CLT0006,LIC of India,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,BUY,28989.0,1614.37,46798971.93,INR,2025-04-29,2025-05-01,Goldman Sachs India,PORT-036,APAC,Settled,False,False,False
TRD-2024-00487,CLT0002,Aditya Birla Capital,INE066A01021,ONGC,Oil & Natural Gas Corp,SELL,23097.0,278.14,6424199.58,INR,2024-09-30,2024-10-02,ICICI Direct,PORT-020,APAC,Settled,False,True,False
TRD-2024-00488,CLT0012,Vanguard Emerging Markets,INE040A01034,HDFCBANK,HDFC Bank Ltd,BUY,47181.0,1636.76,77223973.56,INR,2024-05-14,2024-05-16,HDFC Securities,PORT-034,Americas,Failed,False,False,False
TRD-2024-00489,CLT0010,Abu Dhabi Investment Auth,INE414G01012,ADANIENT,Adani Enterprises Ltd,BUY,41155.0,2384.56,98136566.8,INR,2024-01-09,2024-01-11,Zerodha Institutional,PORT-002,EMEA,Settled,False,True,False
TRD-2024-00490,CLT0013,GIC Private Ltd Singapore,INE009A01021,INFY,Infosys Ltd,SELL,41096.0,1411.35,58000839.6,INR,2024-05-20,2024-05-22,Kotak Securities,PORT-026,APAC,Settled,False,True,False
TRD-2024-00491,CLT0009,Emirates NBD Asset Mgmt,INE585B01010,AXISBANK,Axis Bank Ltd,BUY,26843.0,1061.0,28480423.0,INR,2025-02-24,2025-02-26,Kotak Securities,PORT-025,EMEA,Settled,False,True,False
TRD-2024-00492,CLT0007,ICICI Prudential AMC,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,BUY,9019.0,7321.79,66035224.01,INR,2025-02-06,2025-02-08,Nomura India,PORT-009,APAC,Settled,False,True,False
TRD-2024-00493,CLT0012,Vanguard Emerging Markets,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,BUY,45797.0,1731.91,79316282.27,INR,2024-09-10,2024-09-12,ICICI Direct,PORT-042,Americas,Settled,False,False,False
TRD-2024-00494,CLT0012,Vanguard Emerging Markets,INE066A01021,ONGC,Oil & Natural Gas Corp,SELL,44552.0,277.48,12362288.96,INR,2024-09-10,2024-09-12,Nomura India,PORT-035,Americas,Pending,False,True,False
TRD-2024-00495,CLT0011,BlackRock India Fund,INE066A01021,ONGC,Oil & Natural Gas Corp,BUY,16771.0,265.42,4451358.82,INR,2024-02-03,2024-02-05,Nomura India,PORT-036,Americas,Cancelled,False,True,False
TRD-2024-00496,CLT0013,GIC Private Ltd Singapore,INE038A01020,HINDALCO,Hindalco Industries Ltd,BUY,43763.0,676.34,29598667.42,INR,2024-05-17,2024-05-19,Motilal Oswal,PORT-036,APAC,Settled,False,False,False
TRD-2024-00497,CLT0004,HDFC Pension Fund,INE361B01024,HCLTECH,HCL Technologies Ltd,SELL,41386.0,1526.28,63166624.08,INR,2024-08-01,2024-08-03,Nomura India,PORT-026,APAC,Pending,False,True,True
TRD-2024-00498,CLT0015,Norges Bank Investment Mgmt,INE414G01012,ADANIENT,Adani Enterprises Ltd,SELL,24015.0,2456.01,58981080.15,INR,2024-01-03,2024-01-05,Motilal Oswal,PORT-016,EMEA,Settled,False,True,False
TRD-2024-00499,CLT0014,Temasek Holdings,INE361B01024,HCLTECH,HCL Technologies Ltd,BUY,43149.0,1632.0,70419168.0,INR,2024-05-08,2024-05-10,Nomura India,PORT-039,APAC,Settled,False,True,True
TRD-2024-00500,CLT0003,SBI Life Insurance,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,SELL,,1656.68,,INR,2025-01-04,2025-01-06,,PORT-035,APAC,Settled,False,True,True
TRD-2024-00501,CLT0013,GIC Private Ltd Singapore,INE414G01012,ADANIENT,Adani Enterprises Ltd,BUY,18473.0,2369.69,43775283.37,INR,2025-05-19,2025-05-21,Zerodha Institutional,PORT-037,APAC,Settled,False,True,False
TRD-2024-00502,CLT0011,BlackRock India Fund,INE154A01025,ITC,ITC Ltd,SELL,17771.0,471.27,8374939.17,INR,2025-04-17,2025-04-19,Kotak Securities,PORT-016,Americas,Settled,True,True,False
TRD-2024-00503,CLT0011,BlackRock India Fund,INE066A01021,ONGC,Oil & Natural Gas Corp,BUY,23322.0,257.54,6006347.88,INR,2024-03-08,2024-03-10,Kotak Securities,PORT-020,Americas,Cancelled,True,True,False
TRD-2024-00504,CLT0008,Nippon India MF,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,BUY,22606.0,1634.13,36941142.78,INR,2024-02-03,2024-02-05,Motilal Oswal,PORT-050,APAC,Settled,False,True,False
TRD-2024-00505,CLT0002,Aditya Birla Capital,INE020B01018,NTPC,NTPC Ltd,SELL,12426.0,344.83,4284857.58,INR,2025-01-04,2025-01-06,ICICI Direct,PORT-010,APAC,Settled,False,True,False
TRD-2024-00506,CLT0003,SBI Life Insurance,INE075A01022,WIPRO,Wipro Ltd,SELL,23559.0,503.6,11864312.4,INR,2024-08-23,2024-08-25,Nomura India,PORT-044,APAC,Settled,False,True,False
TRD-2024-00507,CLT0011,BlackRock India Fund,INE040A01034,HDFCBANK,HDFC Bank Ltd,SELL,32599.0,1575.2,51349944.8,INR,2024-04-08,2024-04-10,Edelweiss,PORT-023,Americas,Settled,False,True,False
TRD-2024-00508,CLT0011,BlackRock India Fund,INE040A01034,HDFCBANK,HDFC Bank Ltd,BUY,38412.0,1576.61,60560743.32,INR,2024-02-18,2024-02-20,Motilal Oswal,PORT-023,Americas,Pending,False,True,False
TRD-2024-00509,CLT0007,ICICI Prudential AMC,INE040A01034,HDFCBANK,HDFC Bank Ltd,SELL,8994.0,1615.77,14532235.38,INR,2024-10-05,2024-10-07,Goldman Sachs India,PORT-013,APAC,Settled,False,True,False
TRD-2024-00510,CLT0013,GIC Private Ltd Singapore,INE009A01021,INFY,Infosys Ltd,SELL,31270.0,1461.43,45698916.1,INR,2024-08-04,2024-08-06,HDFC Securities,PORT-049,APAC,Settled,False,True,False
TRD-2024-00511,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,SELL,34553.0,634.82,21934935.46,INR,2025-05-14,2025-05-16,Nomura India,PORT-011,APAC,Settled,False,True,False
TRD-2024-00512,CLT0010,Abu Dhabi Investment Auth,INE009A01021,INFY,Infosys Ltd,SELL,15861.0,1408.99,22347990.39,INR,2025-03-08,2025-03-10,Edelweiss,PORT-005,EMEA,Settled,False,True,False
TRD-2024-00513,CLT0008,Nippon India MF,INE001A01036,SBIN,State Bank of India,BUY,8294.0,812.32,6737382.08,INR,2024-12-26,2024-12-28,Zerodha Institutional,PORT-044,APAC,Pending,False,False,False
TRD-2024-00514,CLT0011,BlackRock India Fund,INE585B01010,AXISBANK,Axis Bank Ltd,BUY,20322.0,1050.22,21342570.84,INR,2025-03-11,2025-03-13,Motilal Oswal,PORT-042,Americas,Settled,False,True,False
TRD-2024-00515,CLT0013,GIC Private Ltd Singapore,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,SELL,3127.0,1740.32,5441980.64,INR,2024-03-15,2024-03-17,Zerodha Institutional,PORT-007,APAC,Settled,False,True,False
TRD-2024-00516,CLT0006,LIC of India,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,SELL,12211.0,1404.79,17153890.69,INR,2024-02-02,2024-02-04,Motilal Oswal,PORT-038,APAC,Settled,False,True,False
TRD-2024-00517,CLT0006,LIC of India,INE038A01020,HINDALCO,Hindalco Industries Ltd,BUY,42495.0,646.74,27483216.3,INR,2024-08-11,2024-08-13,Zerodha Institutional,PORT-006,APAC,Pending,False,True,False
TRD-2024-00518,CLT0001,Tata Investment Corp,INE031A01017,POWERGRID,Power Grid Corp of India,SELL,31796.0,302.99,9633870.04,INR,2024-11-24,2024-11-26,Nomura India,PORT-010,APAC,Settled,False,True,False
TRD-2024-00519,CLT0014,Temasek Holdings,INE154A01025,ITC,ITC Ltd,SELL,22364.0,479.36,10720407.04,INR,2025-04-10,2025-04-12,HDFC Securities,PORT-033,APAC,Settled,False,True,True
TRD-2024-00520,CLT0010,Abu Dhabi Investment Auth,INE040A01034,HDFCBANK,HDFC Bank Ltd,SELL,15080.0,1671.86,25211648.8,INR,2024-03-20,2024-03-22,Zerodha Institutional,PORT-026,EMEA,Settled,False,True,False
TRD-2024-00521,CLT0010,Abu Dhabi Investment Auth,INE414G01012,ADANIENT,Adani Enterprises Ltd,SELL,31822.0,2355.41,74953857.02,INR,2024-01-14,2024-01-16,Goldman Sachs India,PORT-032,EMEA,Settled,False,True,False
TRD-2024-00522,CLT0006,LIC of India,INE018A01030,LARSEN,Larsen & Toubro Ltd,BUY,24555.0,3782.64,92882725.2,INR,2024-01-29,2024-01-31,Kotak Securities,PORT-001,APAC,Pending,False,True,False
TRD-2024-00523,CLT0004,HDFC Pension Fund,INE038A01020,HINDALCO,Hindalco Industries Ltd,BUY,,659.63,,INR,2024-11-09,2024-11-11,,PORT-048,APAC,Failed,False,False,False
TRD-2024-00524,CLT0013,GIC Private Ltd Singapore,INE001A01036,SBIN,State Bank of India,SELL,29760.0,800.38,23819308.8,INR,2024-01-25,2024-01-27,Kotak Securities,PORT-018,APAC,Settled,False,True,False
TRD-2024-00525,CLT0003,SBI Life Insurance,INE414G01012,ADANIENT,Adani Enterprises Ltd,SELL,19603.0,2480.73,48629750.19,INR,2024-10-01,2024-10-03,Zerodha Institutional,PORT-028,APAC,Settled,False,True,False
TRD-2024-00526,CLT0006,LIC of India,INE361B01024,HCLTECH,HCL Technologies Ltd,BUY,29355.0,1528.26,44862072.3,INR,2024-01-25,2024-01-27,ICICI Direct,PORT-016,APAC,Settled,False,True,False
TRD-2024-00527,CLT0006,LIC of India,INE154A01025,ITC,ITC Ltd,BUY,6557.0,452.68,2968222.76,INR,2024-12-02,2024-12-04,Zerodha Institutional,PORT-012,APAC,Settled,False,True,False
TRD-2024-00528,CLT0014,Temasek Holdings,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,BUY,47526.0,1428.88,67908950.88,INR,2024-07-29,2024-07-31,Kotak Securities,PORT-016,APAC,Settled,False,True,False
TRD-2024-00529,CLT0009,Emirates NBD Asset Mgmt,INE020B01018,NTPC,NTPC Ltd,BUY,48483.0,355.69,17244918.27,INR,2024-01-07,2024-01-09,Motilal Oswal,PORT-042,EMEA,Settled,False,True,True
TRD-2024-00530,CLT0008,Nippon India MF,INE154A01025,ITC,ITC Ltd,BUY,16941.0,474.24,8034099.84,INR,2024-02-21,2024-02-23,Kotak Securities,PORT-030,APAC,Settled,False,True,False
TRD-2024-00531,CLT0006,LIC of India,INE002A01018,RELIANCE,Reliance Industries Ltd,SELL,,,,INR,2024-08-22,2024-08-24,,PORT-006,APAC,Settled,False,True,True
TRD-2024-00532,CLT0008,Nippon India MF,INE090A01021,ICICIBANK,ICICI Bank Ltd,SELL,23811.0,1210.18,28815595.98,INR,2024-07-05,2024-07-07,HDFC Securities,PORT-040,APAC,Settled,False,True,False
TRD-2024-00533,CLT0011,BlackRock India Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,SELL,32770.0,2346.67,76900375.9,INR,2024-08-12,2024-08-14,ICICI Direct,PORT-045,Americas,Settled,False,True,False
TRD-2024-00534,CLT0007,ICICI Prudential AMC,INE213A01029,MARUTI,Maruti Suzuki India Ltd,BUY,38415.0,12613.6,484551444.0,INR,2024-02-24,2024-02-26,Nomura India,PORT-050,APAC,Settled,False,True,False
TRD-2024-00535,CLT0008,Nippon India MF,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,SELL,6551.0,6883.87,45096232.37,INR,2025-03-09,2025-03-11,Motilal Oswal,PORT-003,APAC,Settled,False,True,False
TRD-2024-00536,CLT0007,ICICI Prudential AMC,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,SELL,4611.0,1646.72,7593025.92,INR,2025-02-07,2025-02-09,HDFC Securities,PORT-032,APAC,Settled,False,True,False
TRD-2024-00537,CLT0003,SBI Life Insurance,INE467B01029,TCS,Tata Consultancy Services,BUY,30055.0,3887.11,116827091.05,INR,2024-02-19,2024-02-21,ICICI Direct,PORT-024,APAC,Settled,False,True,False
TRD-2024-00538,CLT0001,Tata Investment Corp,INE361B01024,HCLTECH,HCL Technologies Ltd,SELL,13679.0,1641.17,22449564.43,INR,2024-07-31,2024-08-02,Motilal Oswal,PORT-025,APAC,Settled,False,True,False
TRD-2024-00539,CLT0004,HDFC Pension Fund,INE020B01018,NTPC,NTPC Ltd,BUY,14285.0,355.59,5079603.15,INR,2024-10-13,2024-10-15,Kotak Securities,PORT-002,APAC,Settled,False,True,False
TRD-2024-00540,CLT0006,LIC of India,INE585B01010,AXISBANK,Axis Bank Ltd,SELL,47871.0,1021.34,48892567.14,INR,2025-03-07,2025-03-09,HDFC Securities,PORT-048,APAC,Failed,False,True,False
TRD-2024-00541,CLT0004,HDFC Pension Fund,INE467B01029,TCS,Tata Consultancy Services,BUY,31724.0,4090.54,129768290.96,INR,2024-07-15,2024-07-17,Motilal Oswal,PORT-005,APAC,Settled,False,True,False
TRD-2024-00542,CLT0003,SBI Life Insurance,INE154A01025,ITC,ITC Ltd,BUY,5471.0,467.01,2555011.71,INR,2024-03-28,2024-03-30,Motilal Oswal,PORT-031,APAC,Settled,False,True,False
TRD-2024-00543,CLT0011,BlackRock India Fund,INE031A01017,POWERGRID,Power Grid Corp of India,SELL,42829.0,300.93,12888530.97,INR,2025-02-27,2025-03-01,Goldman Sachs India,PORT-034,Americas,Settled,False,True,False
TRD-2024-00544,CLT0001,Tata Investment Corp,INE031A01017,POWERGRID,Power Grid Corp of India,SELL,18768.0,317.57,5960153.76,INR,2024-08-17,2024-08-19,Edelweiss,PORT-011,APAC,Failed,False,True,False
TRD-2024-00545,CLT0002,Aditya Birla Capital,INE361B01024,HCLTECH,HCL Technologies Ltd,SELL,22103.0,1657.08,36626439.24,INR,2024-07-01,2024-07-03,ICICI Direct,PORT-001,APAC,Settled,False,True,False
TRD-2024-00546,CLT0002,Aditya Birla Capital,INE001A01036,SBIN,State Bank of India,SELL,16041.0,748.39,12004923.99,INR,2024-07-27,2024-07-29,HDFC Securities,PORT-039,APAC,Settled,False,True,False
TRD-2024-00547,CLT0004,HDFC Pension Fund,INE075A01022,WIPRO,Wipro Ltd,SELL,6873.0,515.76,3544818.48,INR,2024-06-05,2024-06-07,Goldman Sachs India,PORT-036,APAC,Settled,False,True,False
TRD-2024-00548,CLT0001,Tata Investment Corp,INE031A01017,POWERGRID,Power Grid Corp of India,BUY,25787.0,315.96,8147660.52,INR,2025-04-30,2025-05-02,ICICI Direct,PORT-049,APAC,Settled,False,True,False
TRD-2024-00549,CLT0007,ICICI Prudential AMC,INE020B01018,NTPC,NTPC Ltd,SELL,12455.0,370.63,4616196.65,INR,2024-12-22,2024-12-24,Zerodha Institutional,PORT-045,APAC,Settled,False,True,False
TRD-2024-00550,CLT0005,Kotak Mahindra AMC,INE020B01018,NTPC,NTPC Ltd,SELL,17647.0,362.82,6402684.54,INR,2025-01-21,2025-01-23,Kotak Securities,PORT-016,APAC,Settled,False,True,False
TRD-2024-00551,CLT0014,Temasek Holdings,INE038A01020,HINDALCO,Hindalco Industries Ltd,SELL,33098.0,641.84,21243620.32,INR,2024-12-21,2024-12-23,Zerodha Institutional,PORT-044,APAC,Settled,False,True,False
TRD-2024-00552,CLT0015,Norges Bank Investment Mgmt,INE020B01018,NTPC,NTPC Ltd,SELL,48106.0,349.84,16829403.04,INR,2024-11-19,2024-11-21,Edelweiss,PORT-050,EMEA,Failed,False,True,False
TRD-2024-00553,CLT0012,Vanguard Emerging Markets,INE018A01030,LARSEN,Larsen & Toubro Ltd,BUY,21246.0,3671.04,77994915.84,INR,2025-03-25,2025-03-27,Motilal Oswal,PORT-032,Americas,Pending,False,False,False
TRD-2024-00554,CLT0007,ICICI Prudential AMC,INE075A01022,WIPRO,Wipro Ltd,BUY,26695.0,536.18,14313325.1,INR,2024-03-03,2024-03-05,Zerodha Institutional,PORT-037,APAC,Settled,False,True,False
TRD-2024-00555,CLT0013,GIC Private Ltd Singapore,INE361B01024,HCLTECH,HCL Technologies Ltd,SELL,20962.0,1537.93,32238088.66,INR,2024-06-09,2024-06-11,Kotak Securities,PORT-039,APAC,Settled,False,True,False
TRD-2024-00556,CLT0011,BlackRock India Fund,INE038A01020,HINDALCO,Hindalco Industries Ltd,SELL,40847.0,630.05,25735652.35,INR,2024-10-27,2024-10-29,Motilal Oswal,PORT-024,Americas,Pending,False,True,False
TRD-2024-00557,CLT0015,Norges Bank Investment Mgmt,INE040A01034,HDFCBANK,HDFC Bank Ltd,BUY,46146.0,1556.43,71823018.78,INR,2024-09-04,2024-09-06,Zerodha Institutional,PORT-022,EMEA,Settled,False,True,False
TRD-2024-00558,CLT0015,Norges Bank Investment Mgmt,INE009A01021,INFY,Infosys Ltd,BUY,13613.0,1437.94,19574677.22,INR,2024-11-14,2024-11-16,Nomura India,PORT-029,EMEA,Settled,False,True,False
TRD-2024-00559,CLT0003,SBI Life Insurance,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,BUY,46391.0,1750.54,81209301.14,INR,2024-06-05,2024-06-07,HDFC Securities,PORT-048,APAC,Pending,False,True,False
TRD-2024-00560,CLT0004,HDFC Pension Fund,INE585B01010,AXISBANK,Axis Bank Ltd,BUY,27087.0,1068.24,28935416.88,INR,2024-05-05,2024-05-07,Nomura India,PORT-021,APAC,Settled,True,False,True
TRD-2024-00561,CLT0014,Temasek Holdings,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,SELL,17693.0,1624.26,28738032.18,INR,2025-01-24,2025-01-26,Motilal Oswal,PORT-010,APAC,Settled,False,True,False
TRD-2024-00562,CLT0012,Vanguard Emerging Markets,INE066A01021,ONGC,Oil & Natural Gas Corp,BUY,45824.0,272.72,12497121.28,INR,2024-08-12,2024-08-14,ICICI Direct,PORT-008,Americas,Settled,False,True,False
TRD-2024-00563,CLT0005,Kotak Mahindra AMC,INE213A01029,MARUTI,Maruti Suzuki India Ltd,SELL,628.0,12944.24,8128982.72,INR,2024-10-21,2024-10-23,Goldman Sachs India,PORT-023,APAC,Settled,False,True,False
TRD-2024-00564,CLT0014,Temasek Holdings,INE414G01012,ADANIENT,Adani Enterprises Ltd,BUY,21066.0,2403.71,50636554.86,INR,2024-11-21,2024-11-23,Edelweiss,PORT-006,APAC,Settled,False,True,False
TRD-2024-00565,CLT0011,BlackRock India Fund,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,BUY,43838.0,1445.85,63383172.3,INR,2025-02-03,2025-02-05,Zerodha Institutional,PORT-021,Americas,Settled,False,True,False
TRD-2024-00566,CLT0012,Vanguard Emerging Markets,INE075A01022,WIPRO,Wipro Ltd,BUY,41661.0,543.75,22653168.75,INR,2024-05-03,2024-05-05,Nomura India,PORT-028,Americas,Settled,False,True,False
TRD-2024-00567,CLT0005,Kotak Mahindra AMC,INE075A01022,WIPRO,Wipro Ltd,SELL,15417.0,506.05,7801772.85,INR,2024-07-15,2024-07-17,ICICI Direct,PORT-005,APAC,Settled,False,True,False
TRD-2024-00568,CLT0003,SBI Life Insurance,INE002A01018,RELIANCE,Reliance Industries Ltd,BUY,20124.0,2743.64,55213011.36,INR,2024-11-30,2024-12-02,Motilal Oswal,PORT-001,APAC,Settled,False,True,False
TRD-2024-00569,CLT0010,Abu Dhabi Investment Auth,INE213A01029,MARUTI,Maruti Suzuki India Ltd,BUY,13310.0,13191.62,175580462.2,INR,2024-12-11,2024-12-13,Zerodha Institutional,PORT-016,EMEA,Settled,False,True,False
TRD-2024-00570,CLT0009,Emirates NBD Asset Mgmt,INE038A01020,HINDALCO,Hindalco Industries Ltd,SELL,28685.0,686.57,19694260.45,INR,2024-05-10,2024-05-12,Nomura India,PORT-050,EMEA,Pending,False,True,False
TRD-2024-00571,CLT0006,LIC of India,INE361B01024,HCLTECH,HCL Technologies Ltd,BUY,25247.0,1650.12,41660579.64,INR,2025-04-28,2025-04-30,Edelweiss,PORT-002,APAC,Settled,False,True,True
TRD-2024-00572,CLT0009,Emirates NBD Asset Mgmt,INE066A01021,ONGC,Oil & Natural Gas Corp,BUY,49849.0,279.52,13933792.48,INR,2024-11-20,2024-11-22,Edelweiss,PORT-039,EMEA,Settled,False,True,False
TRD-2024-00573,CLT0007,ICICI Prudential AMC,INE002A01018,RELIANCE,Reliance Industries Ltd,BUY,37410.0,2829.17,105839249.7,INR,2025-04-08,2025-04-10,Motilal Oswal,PORT-021,APAC,Settled,False,True,False
TRD-2024-00574,CLT0004,HDFC Pension Fund,INE001A01036,SBIN,State Bank of India,BUY,17048.0,776.72,13241522.56,INR,2025-02-14,2025-02-16,Kotak Securities,PORT-003,APAC,Settled,False,True,False
TRD-2024-00575,CLT0012,Vanguard Emerging Markets,INE038A01020,HINDALCO,Hindalco Industries Ltd,SELL,14011.0,688.68,9649095.48,INR,2025-05-19,2025-05-21,Nomura India,PORT-043,Americas,Settled,False,True,False
TRD-2024-00576,CLT0012,Vanguard Emerging Markets,INE018A01030,LARSEN,Larsen & Toubro Ltd,SELL,30048.0,3473.49,104371427.52,INR,2024-12-24,2024-12-26,Kotak Securities,PORT-028,Americas,Settled,False,True,False
TRD-2024-00577,CLT0005,Kotak Mahindra AMC,INE009A01021,INFY,Infosys Ltd,BUY,1824.0,1548.58,2824609.92,INR,2024-04-20,2024-04-22,Goldman Sachs India,PORT-007,APAC,Settled,False,True,False
TRD-2024-00578,CLT0007,ICICI Prudential AMC,INE001A01036,SBIN,State Bank of India,BUY,42870.0,767.42,32899295.4,INR,2024-10-04,2024-10-06,Kotak Securities,PORT-044,APAC,Settled,False,True,False
TRD-2024-00579,CLT0010,Abu Dhabi Investment Auth,INE075A01022,WIPRO,Wipro Ltd,BUY,18717.0,530.1,9921881.7,INR,2025-05-11,2025-05-13,Nomura India,PORT-037,EMEA,Settled,True,False,False
TRD-2024-00580,CLT0012,Vanguard Emerging Markets,INE001A01036,SBIN,State Bank of India,BUY,42417.0,767.14,32539777.38,INR,2024-07-28,2024-07-30,Zerodha Institutional,PORT-032,Americas,Settled,False,True,False
TRD-2024-00581,CLT0009,Emirates NBD Asset Mgmt,INE090A01021,ICICIBANK,ICICI Bank Ltd,BUY,36865.0,1231.89,45413624.85,INR,2024-08-29,2024-08-31,HDFC Securities,PORT-022,EMEA,Pending,False,False,False
TRD-2024-00582,CLT0012,Vanguard Emerging Markets,INE001A01036,SBIN,State Bank of India,BUY,44827.0,808.02,36221112.54,INR,2024-10-02,2024-10-04,Goldman Sachs India,PORT-028,Americas,Settled,False,True,False
TRD-2024-00583,CLT0010,Abu Dhabi Investment Auth,INE009A01021,INFY,Infosys Ltd,SELL,49946.0,1517.87,75811535.02,INR,2024-09-21,2024-09-23,Zerodha Institutional,PORT-049,EMEA,Settled,False,True,False
TRD-2024-00584,CLT0002,Aditya Birla Capital,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,SELL,33664.0,6994.06,235448035.84,INR,2024-01-10,2024-01-12,Kotak Securities,PORT-050,APAC,Settled,False,True,False
TRD-2024-00585,CLT0001,Tata Investment Corp,INE018A01030,LARSEN,Larsen & Toubro Ltd,SELL,5608.0,3820.4,21424803.2,INR,2024-11-08,2024-11-10,Motilal Oswal,PORT-042,APAC,Failed,False,True,False
TRD-2024-00586,CLT0015,Norges Bank Investment Mgmt,INE020B01018,NTPC,NTPC Ltd,SELL,23055.0,360.87,8319857.85,INR,2025-01-23,2025-01-25,Zerodha Institutional,PORT-025,EMEA,Settled,False,False,False
TRD-2024-00587,CLT0005,Kotak Mahindra AMC,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,SELL,20025.0,7227.8,144736695.0,INR,2024-04-18,2024-04-20,Nomura India,PORT-033,APAC,Pending,False,True,False
TRD-2024-00588,CLT0008,Nippon India MF,INE467B01029,TCS,Tata Consultancy Services,BUY,44288.0,4101.5,181647232.0,INR,2024-04-10,2024-04-12,Nomura India,PORT-006,APAC,Settled,False,False,False
TRD-2024-00589,CLT0008,Nippon India MF,INE585B01010,AXISBANK,Axis Bank Ltd,BUY,29361.0,1029.15,30216873.15,INR,2025-03-19,2025-03-21,Nomura India,PORT-012,APAC,Settled,False,True,False
TRD-2024-00590,CLT0009,Emirates NBD Asset Mgmt,INE414G01012,ADANIENT,Adani Enterprises Ltd,SELL,45753.0,2337.58,106951297.74,INR,2024-11-10,2024-11-12,Goldman Sachs India,PORT-032,EMEA,Settled,False,True,False
TRD-2024-00591,CLT0012,Vanguard Emerging Markets,INE090A01021,ICICIBANK,ICICI Bank Ltd,SELL,42702.0,1207.69,51570778.38,INR,2024-05-26,2024-05-28,Edelweiss,PORT-009,Americas,Settled,False,True,False
TRD-2024-00592,CLT0007,ICICI Prudential AMC,INE090A01021,ICICIBANK,ICICI Bank Ltd,BUY,49464.0,1275.22,63077482.08,INR,2024-08-31,2024-09-02,Goldman Sachs India,PORT-019,APAC,Settled,False,True,False
TRD-2024-00593,CLT0004,HDFC Pension Fund,INE213A01029,MARUTI,Maruti Suzuki India Ltd,SELL,23345.0,12263.06,286281135.7,INR,2024-11-01,2024-11-03,Motilal Oswal,PORT-006,APAC,Settled,False,True,False
TRD-2024-00594,CLT0012,Vanguard Emerging Markets,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,BUY,,7162.74,,INR,2025-02-07,2025-02-09,,PORT-003,Americas,Settled,False,True,False
TRD-2024-00595,CLT0012,Vanguard Emerging Markets,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,SELL,47677.0,1390.87,66312508.99,INR,2024-05-03,2024-05-05,Motilal Oswal,PORT-022,Americas,Settled,False,True,False
TRD-2024-00596,CLT0014,Temasek Holdings,INE213A01029,MARUTI,Maruti Suzuki India Ltd,SELL,16221.0,12597.7,204347291.7,INR,2024-04-02,2024-04-04,HDFC Securities,PORT-027,APAC,Settled,False,True,False
TRD-2024-00597,CLT0012,Vanguard Emerging Markets,INE002A01018,RELIANCE,Reliance Industries Ltd,BUY,17154.0,2840.43,48724736.22,INR,2025-03-13,2025-03-15,ICICI Direct,PORT-005,Americas,Settled,False,True,False
TRD-2024-00598,CLT0009,Emirates NBD Asset Mgmt,INE066A01021,ONGC,Oil & Natural Gas Corp,SELL,5198.0,258.62,1344306.76,INR,2024-12-18,2024-12-20,Nomura India,PORT-021,EMEA,Cancelled,False,True,False
TRD-2024-00599,CLT0007,ICICI Prudential AMC,INE038A01020,HINDALCO,Hindalco Industries Ltd,BUY,49178.0,690.47,33955933.66,INR,2025-02-07,2025-02-09,Nomura India,PORT-005,APAC,Settled,False,True,False
TRD-2024-00600,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,SELL,33596.0,659.13,22144131.48,INR,2024-01-01,2024-01-03,Nomura India,PORT-026,APAC,Settled,False,True,False
