security_id,isin,ticker,security_name,asset_class,sector,currency,exchange,country,inception_date,status,last_updated,days_since_update,data_source,region
INE090A01021,INE090A01021,ICICIBANK,ICICI Bank Ltd,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-03-24,63,Refinitiv,EMEA
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2025-03-03,84,Manual,EMEA
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Suspended,2024-11-12,195,Refinitiv,Americas
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2024-12-14,163,Bloomberg,EMEA
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2025-01-29,117,Manual,Americas
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2025-04-30,26,Bloomberg,APAC
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2025-02-13,102,Bloomberg,EMEA
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2024-07-22,308,Refinitiv,EMEA
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2025-05-02,24,NSE Feed,EMEA
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2025-04-16,40,NSE Feed,Americas
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2025-03-01,86,Manual,Americas
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2024-06-19,341,NSE Feed,APAC
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2024-07-17,313,Bloomberg,EMEA
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2024-08-25,274,Bloomberg,EMEA
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2024-06-29,331,Refinitiv,APAC
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2025-02-27,88,Refinitiv,APAC
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2024-08-29,270,Refinitiv,EMEA
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2025-03-26,61,NSE Feed,EMEA
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2024-10-09,229,Manual,EMEA
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2025-05-13,13,NSE Feed,Americas
INE721A01013,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,Equity,Pharma,INR,NSE,India,2000-01-01,Active,2024-11-01,206,NSE Feed,EMEA
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-11-02,205,Manual,APAC
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-09-30,238,NSE Feed,Americas
INE001A01036,,SBIN,State Bank of India,Equity,,INR,NSE,India,2000-01-01,Active,2024-10-30,208,Manual,EMEA
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-06-05,355,Bloomberg,Americas
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-02-10,105,Refinitiv,Americas
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-11-28,179,NSE Feed,Americas
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-05-04,22,Bloomberg,Americas
INE001A01036,,SBIN,State Bank of India,Equity,,INR,NSE,India,2000-01-01,Active,2025-04-27,29,Bloomberg,Americas
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-12-04,173,NSE Feed,EMEA
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-12-30,147,NSE Feed,Americas
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2025-02-12,103,NSE Feed,EMEA
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-10-30,208,Bloomberg,EMEA
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Inactive,2024-07-09,321,Manual,Americas
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-12-05,172,NSE Feed,Americas
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-08-03,296,NSE Feed,Americas
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Inactive,2024-12-13,164,Bloomberg,Americas
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-09-28,240,NSE Feed,Americas
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-09-22,246,Manual,Americas
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-11-02,205,Bloomberg,APAC
INE001A01036,INE001A01036,SBIN,State Bank of India,Equity,Banking,INR,NSE,India,2000-01-01,Active,2024-11-03,204,Refinitiv,Americas
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-08-09,290,Manual,Americas
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-08-19,280,Manual,Americas
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-12-26,151,NSE Feed,APAC
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2025-01-14,132,NSE Feed,APAC
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2025-05-18,8,NSE Feed,APAC
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Inactive,2024-12-21,156,Manual,APAC
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2025-05-06,20,Bloomberg,APAC
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-11-18,189,Refinitiv,APAC
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2025-03-11,76,Refinitiv,EMEA
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-08-15,284,NSE Feed,APAC
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-08-06,293,Bloomberg,Americas
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-06-14,346,Refinitiv,Americas
INE066A01021,,ONGC,Oil & Natural Gas Corp,Equity,,INR,NSE,India,2000-01-01,Active,2024-11-13,194,Refinitiv,Americas
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2025-01-02,144,Manual,EMEA
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-12-03,174,Refinitiv,Americas
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-06-23,337,NSE Feed,EMEA
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2025-04-26,30,Manual,EMEA
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2025-01-05,141,Manual,APAC
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2024-07-12,318,Refinitiv,EMEA
INE066A01021,INE066A01021,ONGC,Oil & Natural Gas Corp,Equity,Energy,INR,NSE,India,2000-01-01,Active,2025-04-16,40,NSE Feed,EMEA
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2025-04-02,54,Manual,APAC
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2025-05-26,0,Refinitiv,EMEA
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2025-01-18,128,Manual,EMEA
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2024-12-30,147,NSE Feed,Americas
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2024-10-09,229,Manual,APAC
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2024-07-17,313,Bloomberg,Americas
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2024-12-08,169,NSE Feed,Americas
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2024-08-02,297,Manual,Americas
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2024-06-27,333,NSE Feed,APAC
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2025-03-23,64,Manual,APAC
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2024-07-26,304,Bloomberg,EMEA
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2025-03-21,66,Bloomberg,Americas
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2025-05-03,23,Refinitiv,EMEA
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Inactive,2025-05-26,0,NSE Feed,APAC
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2024-09-01,267,Manual,APAC
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Suspended,2024-08-12,287,Bloomberg,Americas
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2025-02-27,88,NSE Feed,APAC
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2024-12-07,170,Bloomberg,APAC
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2024-08-19,280,Bloomberg,EMEA
INE117A01022,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,Equity,Telecom,INR,NSE,India,2000-01-01,Active,2025-01-13,133,Manual,EMEA
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-10-18,220,NSE Feed,EMEA
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-07-27,303,Manual,Americas
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2025-05-08,18,Bloomberg,APAC
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-09-13,255,Refinitiv,EMEA
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-10-27,211,Manual,APAC
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-08-06,293,NSE Feed,APAC
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-12-21,156,Bloomberg,EMEA
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-07-10,320,Manual,Americas
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2025-04-24,32,Bloomberg,EMEA
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-08-27,272,NSE Feed,APAC
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2025-01-10,136,Manual,Americas
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-07-11,319,NSE Feed,APAC
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-11-18,189,Bloomberg,Americas
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2025-02-17,98,NSE Feed,Americas
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2025-04-27,29,Refinitiv,EMEA
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-09-10,258,Bloomberg,APAC
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2025-04-18,38,Manual,Americas
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Suspended,2025-03-17,70,NSE Feed,Americas
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-11-09,198,Manual,Americas
INE213A01029,INE213A01029,MARUTI,Maruti Suzuki India Ltd,Equity,Auto,INR,NSE,India,2000-01-01,Active,2024-11-03,204,NSE Feed,Americas
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2024-07-08,322,Bloomberg,EMEA
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2024-10-25,213,Bloomberg,Americas
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2025-04-01,55,Bloomberg,EMEA
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2025-03-20,67,Manual,Americas
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2024-08-17,282,NSE Feed,Americas
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2024-07-14,316,Refinitiv,Americas
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2025-01-11,135,Refinitiv,EMEA
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2024-12-08,169,NSE Feed,Americas
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2025-04-03,53,NSE Feed,APAC
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2024-11-16,191,NSE Feed,EMEA
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2025-05-03,23,Refinitiv,EMEA
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2024-07-12,318,NSE Feed,EMEA
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2025-05-02,24,Bloomberg,EMEA
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2025-03-14,73,Refinitiv,Americas
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2025-05-26,0,Bloomberg,Americas
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2025-05-10,16,NSE Feed,EMEA
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2024-09-01,267,Manual,APAC
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2024-09-24,244,NSE Feed,APAC
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2025-02-15,100,Bloomberg,Americas
INE414G01012,INE414G01012,ADANIENT,Adani Enterprises Ltd,Equity,Conglomerate,INR,NSE,India,2000-01-01,Active,2024-11-20,187,Manual,APAC
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-08-23,276,Refinitiv,Americas
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2025-01-11,135,Refinitiv,EMEA
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-04-09,47,Manual,APAC
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Inactive,2025-03-01,86,Manual,APAC
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-12-06,171,Manual,EMEA
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-10-23,215,Manual,APAC
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-09-11,257,NSE Feed,APAC
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-04-25,31,Bloomberg,Americas
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-02-20,95,Refinitiv,EMEA
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-01-17,129,Manual,APAC
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-09-22,246,Bloomberg,EMEA
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-06-28,332,Manual,APAC
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-12-09,168,Bloomberg,Americas
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-04-29,27,Bloomberg,EMEA
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-01-28,118,Manual,EMEA
INE020B01018,,NTPC,NTPC Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2025-04-12,44,NSE Feed,APAC
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-08-16,283,Manual,APAC
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2024-10-26,212,Refinitiv,EMEA
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-04-24,32,Bloomberg,EMEA
INE020B01018,INE020B01018,NTPC,NTPC Ltd,Equity,Utilities,INR,NSE,India,2000-01-01,Active,2025-04-02,54,Refinitiv,Americas
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2024-08-13,286,NSE Feed,APAC
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2025-03-20,67,Bloomberg,Americas
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2024-12-02,175,Bloomberg,EMEA
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2025-01-27,119,NSE Feed,EMEA
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2024-06-09,351,Refinitiv,Americas
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2025-05-03,23,NSE Feed,APAC
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2024-06-23,337,Refinitiv,Americas
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2025-01-24,122,Refinitiv,APAC
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Inactive,2024-07-03,327,Bloomberg,EMEA
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2024-09-12,256,Bloomberg,EMEA
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Suspended,2024-11-06,201,Manual,EMEA
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2024-06-19,341,NSE Feed,APAC
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2025-05-02,24,NSE Feed,EMEA
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2024-12-22,155,Manual,EMEA
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2024-09-04,264,NSE Feed,APAC
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2025-01-04,142,Refinitiv,Americas
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2024-10-29,209,NSE Feed,EMEA
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Active,2025-01-15,131,Manual,EMEA
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2025-01-15,131,NSE Feed,Americas
INE038A01020,INE038A01020,HINDALCO,Hindalco Industries Ltd,Equity,Metals,INR,NSE,India,2000-01-01,Suspended,2025-01-09,137,Bloomberg,APAC
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-05-10,16,Refinitiv,APAC
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-08-13,286,Manual,APAC
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-08-04,295,NSE Feed,EMEA
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-12-14,163,Refinitiv,Americas
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-01-17,129,Bloomberg,Americas
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-08-10,289,NSE Feed,APAC
INE361B01024,,HCLTECH,HCL Technologies Ltd,Equity,,INR,NSE,India,2000-01-01,Active,2024-07-29,301,Manual,Americas
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-07-31,299,Manual,APAC
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-04-10,46,Manual,APAC
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-08-02,297,Refinitiv,Americas
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2025-01-14,132,NSE Feed,Americas
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Active,2024-11-25,182,NSE Feed,EMEA
INE361B01024,INE361B01024,HCLTECH,HCL Technologies Ltd,Equity,IT,INR,NSE,India,2000-01-01,Inactive,2024-08-20,279,Refinitiv,EMEA
