perf_id,client_id,client_name,security_id,ticker,security_name,portfolio_id,performance_date,period,portfolio_return,benchmark_return,benchmark_name,alpha,sharpe_ratio,volatility,region,currency,validated,data_complete
PERF-00125,CLT0011,BlackRock India Fund,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-024,2025-04-22,1D,0.2332,0.1997,NIFTY Bank,0.0335,0.233,0.1789,Americas,INR,True,True
PERF-00126,CLT0012,Vanguard Emerging Markets,INE154A01025,ITC,ITC Ltd,PORT-010,2024-12-23,1Y,0.093,-0.0105,NIFTY FMCG,0.1035,2.363,0.2496,Americas,INR,True,True
PERF-00127,CLT0006,LIC of India,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-049,2024-01-02,1Y,0.2272,0.1972,NIFTY Infrastructure,0.03,2.427,0.158,APAC,INR,False,True
PERF-00128,CLT0010,Abu Dhabi Investment Auth,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-012,2024-11-10,1M,0.188,0.1222,NIFTY Energy,0.0658,-0.255,0.2584,EMEA,INR,True,True
PERF-00129,CLT0006,LIC of India,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-008,2024-06-14,6M,0.2137,-0.035,NIFTY Media,0.2487,-0.198,0.2438,APAC,INR,True,True
PERF-00130,CLT0003,SBI Life Insurance,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-013,2024-10-07,6M,-0.1323,-0.0253,NIFTY Financial Services,-0.107,0.199,0.0712,APAC,INR,True,True
PERF-00131,CLT0002,Aditya Birla Capital,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-022,2024-08-28,1D,0.0818,0.147,NIFTY Infrastructure,-0.0652,0.59,0.3078,APAC,INR,True,True
PERF-00132,CLT0002,Aditya Birla Capital,INE009A01021,INFY,Infosys Ltd,PORT-036,2025-03-18,3M,0.2293,-0.0117,NIFTY IT,0.241,2.826,0.1638,APAC,INR,True,True
PERF-00133,CLT0008,Nippon India MF,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-049,2024-01-08,1M,-0.0808,0.0125,NIFTY Bank,-0.0933,0.725,0.3094,APAC,INR,True,True
PERF-00134,CLT0010,Abu Dhabi Investment Auth,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-007,2024-07-22,1W,0.2208,-0.0329,NIFTY Infrastructure,0.2537,-0.09,0.291,EMEA,INR,True,True
PERF-00135,CLT0012,Vanguard Emerging Markets,INE009A01021,INFY,Infosys Ltd,PORT-043,2025-04-04,3M,0.1936,-0.0069,NIFTY IT,0.2005,0.829,0.1665,Americas,INR,True,True
PERF-00136,CLT0004,HDFC Pension Fund,INE467B01029,TCS,Tata Consultancy Services,PORT-022,2025-04-17,1W,0.1278,0.0131,NIFTY IT,0.1147,1.574,0.3363,APAC,INR,True,True
PERF-00137,CLT0001,Tata Investment Corp,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-045,2024-02-09,1W,0.1858,-0.0126,NIFTY Media,0.1984,-0.467,0.2656,APAC,INR,True,True
PERF-00138,CLT0009,Emirates NBD Asset Mgmt,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-013,2024-05-24,3M,-0.0469,0.0355,NIFTY Infrastructure,-0.0824,2.676,0.0584,EMEA,INR,True,True
PERF-00139,CLT0015,Norges Bank Investment Mgmt,INE467B01029,TCS,Tata Consultancy Services,PORT-045,2024-04-13,1W,0.1901,-0.0433,NIFTY IT,0.2334,2.833,0.3226,EMEA,INR,True,True
PERF-00140,CLT0006,LIC of India,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-023,2024-02-26,3M,0.0506,0.1021,NIFTY 500,-0.0515,0.786,0.0926,APAC,INR,False,True
PERF-00141,CLT0009,Emirates NBD Asset Mgmt,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-025,2025-01-12,1D,-0.0545,0.0277,NIFTY Bank,-0.0822,-0.007,0.3175,EMEA,INR,True,True
PERF-00142,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-014,2024-11-08,1D,-0.1491,0.0014,NIFTY Metal,-0.1505,1.959,0.2289,APAC,INR,True,True
PERF-00143,CLT0010,Abu Dhabi Investment Auth,INE154A01025,ITC,ITC Ltd,PORT-016,2024-05-08,3M,0.2323,0.1018,NIFTY FMCG,0.1305,0.991,0.1826,EMEA,INR,True,True
PERF-00144,CLT0013,GIC Private Ltd Singapore,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-026,2024-11-04,1W,0.1462,0.1246,NIFTY Financial Services,0.0216,0.215,0.2232,APAC,INR,True,True
PERF-00145,CLT0001,Tata Investment Corp,INE020B01018,NTPC,NTPC Ltd,PORT-046,2024-03-01,1M,0.1174,-0.0455,NIFTY Infrastructure,0.1629,1.628,0.2896,APAC,INR,True,True
PERF-00146,CLT0004,HDFC Pension Fund,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-033,2024-10-18,YTD,-0.0462,0.1697,NIFTY Infrastructure,-0.2159,2.109,0.0947,APAC,INR,True,True
PERF-00147,CLT0002,Aditya Birla Capital,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-049,2025-01-28,YTD,-0.0095,0.025,NIFTY Metal,-0.0345,0.837,0.1382,APAC,INR,True,True
PERF-00148,CLT0005,Kotak Mahindra AMC,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-035,2024-06-05,1D,0.0341,0.1743,NIFTY 500,-0.1402,0.22,0.1512,APAC,INR,True,True
PERF-00149,CLT0010,Abu Dhabi Investment Auth,INE075A01022,WIPRO,Wipro Ltd,PORT-019,2025-03-09,1W,0.0856,-0.0534,NIFTY IT,0.139,0.311,0.1475,EMEA,INR,True,True
PERF-00150,CLT0009,Emirates NBD Asset Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-015,2024-06-08,1Y,-0.0639,0.0776,NIFTY IT,-0.1415,2.401,0.3309,EMEA,INR,True,True
PERF-00151,CLT0007,ICICI Prudential AMC,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-010,2024-12-24,1W,-0.092,0.0267,NIFTY Energy,-0.1187,1.671,0.2299,APAC,INR,True,True
PERF-00152,CLT0015,Norges Bank Investment Mgmt,INE020B01018,NTPC,NTPC Ltd,PORT-023,2024-12-23,YTD,0.148,0.1062,NIFTY Infrastructure,0.0418,0.397,0.158,EMEA,INR,True,True
PERF-00153,CLT0014,Temasek Holdings,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-035,2024-04-08,3M,0.1155,0.0947,NIFTY Energy,0.0208,1.265,0.2976,APAC,INR,True,True
PERF-00154,CLT0008,Nippon India MF,INE075A01022,WIPRO,Wipro Ltd,PORT-008,2024-11-01,YTD,0.1805,0.1631,NIFTY IT,0.0174,1.709,0.2318,APAC,INR,True,True
PERF-00155,CLT0015,Norges Bank Investment Mgmt,INE001A01036,SBIN,State Bank of India,PORT-032,2024-05-25,1D,0.0579,0.1964,NIFTY Bank,-0.1385,1.481,0.2681,EMEA,INR,True,True
PERF-00156,CLT0010,Abu Dhabi Investment Auth,INE467B01029,TCS,Tata Consultancy Services,PORT-026,2025-01-18,1M,0.0849,-0.0668,NIFTY IT,0.1517,0.586,0.1836,EMEA,INR,True,True
PERF-00157,CLT0002,Aditya Birla Capital,INE467B01029,TCS,Tata Consultancy Services,PORT-047,2024-10-04,YTD,0.051,-0.015,NIFTY IT,0.066,-0.093,0.1267,APAC,INR,True,True
PERF-00158,CLT0009,Emirates NBD Asset Mgmt,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-025,2024-03-31,1D,0.2372,-0.0736,NIFTY Energy,0.3108,1.151,0.093,EMEA,INR,True,True
PERF-00159,CLT0003,SBI Life Insurance,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-047,2024-12-15,1W,0.115,-0.0225,NIFTY IT,0.1375,2.835,0.3419,APAC,INR,True,True
PERF-00160,CLT0014,Temasek Holdings,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-012,2024-01-15,6M,-0.0441,-0.0022,NIFTY Metal,-0.0419,2.535,0.2324,APAC,INR,True,True
PERF-00161,CLT0002,Aditya Birla Capital,INE075A01022,WIPRO,Wipro Ltd,PORT-049,2024-11-21,1Y,0.1808,0.1974,NIFTY IT,-0.0166,2.691,0.2932,APAC,INR,False,True
PERF-00162,CLT0013,GIC Private Ltd Singapore,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-033,2025-01-06,1W,0.1475,0.0175,NIFTY Auto,0.13,2.242,0.1908,APAC,INR,True,True
PERF-00163,CLT0012,Vanguard Emerging Markets,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-045,2024-03-24,1W,-0.0729,0.0359,NIFTY Bank,-0.1088,0.77,0.163,Americas,INR,True,True
PERF-00164,CLT0012,Vanguard Emerging Markets,INE467B01029,TCS,Tata Consultancy Services,PORT-024,2025-05-04,6M,-0.0951,0.1783,NIFTY IT,-0.2734,-0.081,0.1221,Americas,INR,True,True
PERF-00165,CLT0011,BlackRock India Fund,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-006,2024-12-03,6M,0.0278,0.1959,NIFTY Infrastructure,-0.1681,2.278,0.3487,Americas,INR,True,True
PERF-00166,CLT0011,BlackRock India Fund,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-024,2024-04-03,1M,0.1309,0.0123,NIFTY Auto,0.1186,1.272,0.1898,Americas,INR,True,True
PERF-00167,CLT0010,Abu Dhabi Investment Auth,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-033,2024-02-02,YTD,0.166,0.0705,NIFTY Energy,0.0955,1.311,0.1443,EMEA,INR,False,True
PERF-00168,CLT0014,Temasek Holdings,INE075A01022,WIPRO,Wipro Ltd,PORT-003,2024-03-27,1W,0.0901,0.0834,NIFTY IT,0.0067,0.777,0.2256,APAC,INR,True,True
PERF-00169,CLT0009,Emirates NBD Asset Mgmt,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-011,2025-02-18,YTD,-0.0221,-0.0057,NIFTY Energy,-0.0164,-0.367,0.1383,EMEA,INR,False,True
PERF-00170,CLT0015,Norges Bank Investment Mgmt,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-012,2024-04-01,6M,0.1861,0.1605,NIFTY 500,0.0256,1.264,0.2567,EMEA,INR,True,True
PERF-00171,CLT0008,Nippon India MF,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-016,2024-05-02,3M,-0.0506,0.0098,NIFTY Media,-0.0604,-0.4,0.2396,APAC,INR,True,True
PERF-00172,CLT0004,HDFC Pension Fund,INE154A01025,ITC,ITC Ltd,PORT-048,2024-01-27,1M,-0.1486,-0.0777,NIFTY FMCG,-0.0709,2.882,0.1568,APAC,INR,True,True
PERF-00173,CLT0004,HDFC Pension Fund,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-026,2024-03-08,YTD,0.0882,0.0123,NIFTY Auto,0.0759,0.949,0.0712,APAC,INR,True,True
PERF-00174,CLT0011,BlackRock India Fund,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-025,2025-03-09,1W,0.1851,-0.019,NIFTY Auto,0.2041,1.239,0.295,Americas,INR,True,True
PERF-00175,CLT0004,HDFC Pension Fund,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-043,2024-07-30,1Y,0.0073,0.1867,NIFTY Energy,-0.1794,-0.311,0.1658,APAC,INR,True,True
PERF-00176,CLT0011,BlackRock India Fund,INE467B01029,TCS,Tata Consultancy Services,PORT-002,2024-08-21,1M,-0.0166,0.0508,NIFTY IT,-0.0674,0.292,0.2795,Americas,INR,True,True
PERF-00177,CLT0007,ICICI Prudential AMC,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-041,2024-06-18,3M,0.0685,-0.0453,NIFTY IT,0.1138,0.866,0.0869,APAC,INR,True,True
PERF-00178,CLT0015,Norges Bank Investment Mgmt,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-001,2024-08-01,YTD,-0.1268,-0.0262,NIFTY Bank,-0.1006,0.808,0.2183,EMEA,INR,True,True
PERF-00179,CLT0013,GIC Private Ltd Singapore,INE075A01022,WIPRO,Wipro Ltd,PORT-031,2024-09-27,1D,0.0304,0.1521,NIFTY IT,-0.1217,1.561,0.1308,APAC,INR,True,True
PERF-00180,CLT0008,Nippon India MF,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-039,2024-05-12,3M,-0.0145,0.1535,NIFTY Infrastructure,-0.168,-0.326,0.1302,APAC,INR,True,True
PERF-00181,CLT0001,Tata Investment Corp,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-041,2025-02-14,1W,0.2361,0.0418,NIFTY Bank,0.1943,1.882,0.1186,APAC,INR,True,True
PERF-00182,CLT0002,Aditya Birla Capital,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-012,2024-02-19,YTD,-0.0201,0.1539,NIFTY Auto,-0.174,2.579,0.2388,APAC,INR,True,True
PERF-00183,CLT0009,Emirates NBD Asset Mgmt,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-036,2025-02-17,1D,0.1218,-0.0446,NIFTY 500,0.1664,-0.099,0.3274,EMEA,INR,False,True
PERF-00184,CLT0010,Abu Dhabi Investment Auth,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-040,2024-06-28,1M,-0.0738,-0.0776,NIFTY Bank,0.0038,1.724,0.3017,EMEA,INR,True,True
PERF-00185,CLT0003,SBI Life Insurance,INE154A01025,ITC,ITC Ltd,PORT-050,2025-03-29,1D,0.1522,0.16,NIFTY FMCG,-0.0078,2.41,0.2152,APAC,INR,True,True
PERF-00186,CLT0013,GIC Private Ltd Singapore,INE020B01018,NTPC,NTPC Ltd,PORT-050,2024-02-08,3M,0.2117,0.1577,NIFTY Infrastructure,0.054,0.841,0.1903,APAC,INR,True,True
PERF-00187,CLT0015,Norges Bank Investment Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-022,2024-02-01,1Y,0.0036,-0.097,NIFTY IT,0.1006,,0.3128,EMEA,INR,True,False
PERF-00188,CLT0001,Tata Investment Corp,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-047,2024-06-30,1M,-0.1118,0.0621,NIFTY Pharma,-0.1739,-0.423,0.2593,APAC,INR,True,True
PERF-00189,CLT0012,Vanguard Emerging Markets,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-034,2024-05-23,6M,-0.1337,0.0861,NIFTY Pharma,-0.2198,2.608,0.2952,Americas,INR,True,True
PERF-00190,CLT0008,Nippon India MF,INE467B01029,TCS,Tata Consultancy Services,PORT-023,2024-04-07,1Y,0.1455,0.1593,NIFTY IT,-0.0138,0.754,0.0965,APAC,INR,True,True
PERF-00191,CLT0002,Aditya Birla Capital,INE009A01021,INFY,Infosys Ltd,PORT-007,2024-05-07,1W,0.2226,-0.0763,NIFTY IT,0.2989,0.952,0.2147,APAC,INR,True,True
PERF-00192,CLT0006,LIC of India,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-031,2024-10-03,1W,0.1283,-0.0016,NIFTY Media,0.1299,1.379,0.3049,APAC,INR,True,True
PERF-00193,CLT0007,ICICI Prudential AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-027,2025-02-07,6M,,-0.0028,NIFTY Infrastructure,,,0.1305,APAC,INR,True,False
PERF-00194,CLT0011,BlackRock India Fund,INE038A01020,HINDALCO,Hindalco Industries Ltd,PORT-014,2025-03-10,1D,-0.0405,-0.0845,NIFTY Metal,0.044,1.668,0.1975,Americas,INR,True,True
PERF-00195,CLT0006,LIC of India,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-048,2024-10-16,1M,-0.1085,0.1897,NIFTY Auto,-0.2982,2.547,0.2956,APAC,INR,False,True
PERF-00196,CLT0005,Kotak Mahindra AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-020,2024-11-11,1M,-0.0629,0.0389,NIFTY Infrastructure,-0.1018,1.091,0.2992,APAC,INR,True,True
PERF-00197,CLT0011,BlackRock India Fund,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-015,2025-01-03,1D,-0.1252,0.1417,NIFTY Infrastructure,-0.2669,1.181,0.3126,Americas,INR,True,True
PERF-00198,CLT0011,BlackRock India Fund,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-044,2024-07-16,1W,,0.1762,NIFTY Pharma,,,0.2168,Americas,INR,True,False
PERF-00199,CLT0002,Aditya Birla Capital,INE009A01021,INFY,Infosys Ltd,PORT-005,2024-09-16,1D,-0.05,0.0226,NIFTY IT,-0.0726,1.287,0.2855,APAC,INR,False,True
PERF-00200,CLT0009,Emirates NBD Asset Mgmt,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-004,2024-02-19,1D,0.128,0.1267,NIFTY Infrastructure,0.0013,-0.112,0.1355,EMEA,INR,True,True
PERF-00201,CLT0005,Kotak Mahindra AMC,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-015,2024-12-23,YTD,0.165,-0.0234,NIFTY Bank,0.1884,2.97,0.2521,APAC,INR,True,True
PERF-00202,CLT0003,SBI Life Insurance,INE020B01018,NTPC,NTPC Ltd,PORT-044,2024-02-15,YTD,0.2393,0.1731,NIFTY Infrastructure,0.0662,,0.1495,APAC,INR,False,False
PERF-00203,CLT0001,Tata Investment Corp,INE009A01021,INFY,Infosys Ltd,PORT-009,2024-10-17,3M,-0.041,0.1179,NIFTY IT,-0.1589,0.738,0.2769,APAC,INR,True,True
PERF-00204,CLT0002,Aditya Birla Capital,INE154A01025,ITC,ITC Ltd,PORT-012,2024-07-27,1Y,-0.0134,-0.0734,NIFTY FMCG,0.06,2.573,0.0533,APAC,INR,True,True
PERF-00205,CLT0009,Emirates NBD Asset Mgmt,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-042,2024-10-04,3M,0.1495,0.0958,NIFTY IT,0.0537,0.544,0.2862,EMEA,INR,True,True
PERF-00206,CLT0015,Norges Bank Investment Mgmt,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-028,2024-08-15,YTD,-0.0838,-0.0464,NIFTY 500,-0.0374,1.528,0.2675,EMEA,INR,True,True
PERF-00207,CLT0010,Abu Dhabi Investment Auth,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-003,2024-04-28,1Y,-0.008,0.0609,NIFTY Bank,-0.0689,2.76,0.1102,EMEA,INR,True,False
PERF-00208,CLT0010,Abu Dhabi Investment Auth,INE009A01021,INFY,Infosys Ltd,PORT-031,2024-12-11,3M,0.2424,0.1167,NIFTY IT,0.1257,0.365,0.0792,EMEA,INR,True,True
PERF-00209,CLT0012,Vanguard Emerging Markets,INE001A01036,SBIN,State Bank of India,PORT-038,2025-02-19,1W,-0.0727,0.0364,NIFTY Bank,-0.1091,0.229,0.3318,Americas,INR,True,True
PERF-00210,CLT0011,BlackRock India Fund,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-002,2024-02-04,3M,,0.0724,NIFTY Energy,,,0.1294,Americas,INR,True,False
PERF-00211,CLT0003,SBI Life Insurance,INE020B01018,NTPC,NTPC Ltd,PORT-034,2024-04-26,6M,0.0851,0.1318,NIFTY Infrastructure,-0.0467,2.905,0.0812,APAC,INR,False,True
PERF-00212,CLT0002,Aditya Birla Capital,INE154A01025,ITC,ITC Ltd,PORT-050,2025-01-22,YTD,0.2227,0.1252,NIFTY FMCG,0.0975,1.886,0.1472,APAC,INR,False,True
PERF-00213,CLT0015,Norges Bank Investment Mgmt,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-044,2024-07-05,3M,0.2068,0.0606,NIFTY Infrastructure,0.1462,2.979,0.0635,EMEA,INR,True,True
PERF-00214,CLT0012,Vanguard Emerging Markets,INE585B01010,AXISBANK,Axis Bank Ltd,PORT-027,2024-08-12,3M,0.2136,0.0219,NIFTY Bank,0.1917,2.003,0.0893,Americas,INR,True,True
PERF-00215,CLT0010,Abu Dhabi Investment Auth,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-001,2024-07-19,1W,0.0028,0.1699,NIFTY Bank,-0.1671,1.417,0.1909,EMEA,INR,False,True
PERF-00216,CLT0014,Temasek Holdings,INE020B01018,NTPC,NTPC Ltd,PORT-010,2024-03-06,1D,-0.0663,-0.0915,NIFTY Infrastructure,0.0252,0.911,0.3025,APAC,INR,False,True
PERF-00217,CLT0003,SBI Life Insurance,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-050,2024-11-04,1Y,0.0038,0.1691,NIFTY Auto,-0.1653,0.135,0.1187,APAC,INR,True,True
PERF-00218,CLT0014,Temasek Holdings,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-021,2024-01-31,1Y,0.1115,-0.0203,NIFTY Infrastructure,0.1318,1.902,0.1372,APAC,INR,True,True
PERF-00219,CLT0009,Emirates NBD Asset Mgmt,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-039,2024-09-26,YTD,0.0797,0.1812,NIFTY Media,-0.1015,2.557,0.3452,EMEA,INR,True,True
PERF-00220,CLT0011,BlackRock India Fund,INE009A01021,INFY,Infosys Ltd,PORT-018,2025-02-27,1M,0.1751,-0.0312,NIFTY IT,0.2063,-0.057,0.1935,Americas,INR,True,True
PERF-00221,CLT0005,Kotak Mahindra AMC,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-023,2025-05-05,1Y,0.1264,0.1337,NIFTY Financial Services,-0.0073,-0.451,0.1437,APAC,INR,True,True
PERF-00222,CLT0014,Temasek Holdings,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-019,2025-02-01,1D,-0.0263,0.1298,NIFTY Energy,-0.1561,0.917,0.1147,APAC,INR,True,True
PERF-00223,CLT0013,GIC Private Ltd Singapore,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-004,2025-01-20,1W,-0.0349,-0.0714,NIFTY Media,0.0365,,0.1157,APAC,INR,True,False
PERF-00224,CLT0014,Temasek Holdings,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-048,2025-03-27,1D,0.0263,0.1394,NIFTY Bank,-0.1131,0.99,0.3121,APAC,INR,True,True
PERF-00225,CLT0014,Temasek Holdings,INE066A01021,ONGC,Oil & Natural Gas Corp,PORT-050,2024-12-11,1M,0.1528,-0.0922,NIFTY Energy,0.245,0.966,0.3275,APAC,INR,True,True
PERF-00226,CLT0011,BlackRock India Fund,INE361B01024,HCLTECH,HCL Technologies Ltd,PORT-033,2024-10-24,6M,-0.1113,0.0494,NIFTY IT,-0.1607,-0.459,0.293,Americas,INR,True,True
PERF-00227,CLT0008,Nippon India MF,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-045,2024-06-17,3M,-0.056,0.1885,NIFTY Bank,-0.2445,2.549,0.0938,APAC,INR,True,True
PERF-00228,CLT0007,ICICI Prudential AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-018,2025-01-31,6M,0.2473,0.0175,NIFTY Infrastructure,0.2298,0.603,0.3082,APAC,INR,True,True
PERF-00229,CLT0001,Tata Investment Corp,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-024,2024-02-15,YTD,,0.1144,NIFTY Auto,,,0.2166,APAC,INR,True,False
PERF-00230,CLT0002,Aditya Birla Capital,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-032,2024-12-30,YTD,-0.0335,0.0167,NIFTY Infrastructure,-0.0502,,0.3031,APAC,INR,True,False
PERF-00231,CLT0003,SBI Life Insurance,INE467B01029,TCS,Tata Consultancy Services,PORT-010,2024-08-13,3M,-0.1239,0.0808,NIFTY IT,-0.2047,-0.175,0.0868,APAC,INR,True,True
PERF-00232,CLT0011,BlackRock India Fund,INE040A01034,HDFCBANK,HDFC Bank Ltd,PORT-048,2024-10-26,YTD,0.0221,-0.0279,NIFTY Bank,0.05,1.161,0.3146,Americas,INR,False,True
PERF-00233,CLT0005,Kotak Mahindra AMC,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-006,2024-10-04,1W,0.1109,-0.0055,NIFTY Auto,0.1164,0.266,0.2498,APAC,INR,True,True
PERF-00234,CLT0012,Vanguard Emerging Markets,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-002,2024-07-27,YTD,-0.0665,0.0663,NIFTY Infrastructure,-0.1328,-0.376,0.2541,Americas,INR,False,True
PERF-00235,CLT0015,Norges Bank Investment Mgmt,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,PORT-008,2024-03-14,1Y,0.2414,0.0926,NIFTY Media,0.1488,0.666,0.3358,EMEA,INR,True,True
PERF-00236,CLT0014,Temasek Holdings,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-006,2024-12-12,6M,-0.0542,0.0031,NIFTY Infrastructure,-0.0573,1.249,0.164,APAC,INR,False,True
PERF-00237,CLT0005,Kotak Mahindra AMC,INE002A01018,RELIANCE,Reliance Industries Ltd,PORT-003,2025-04-17,3M,0.0214,-0.0723,NIFTY Energy,0.0937,2.891,0.3234,APAC,INR,True,True
PERF-00238,CLT0006,LIC of India,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-034,2025-01-15,6M,0.0529,-0.0796,NIFTY Infrastructure,0.1325,0.209,0.0946,APAC,INR,True,True
PERF-00239,CLT0006,LIC of India,INE213A01029,MARUTI,Maruti Suzuki India Ltd,PORT-020,2024-04-08,1M,0.249,0.1973,NIFTY Auto,0.0517,-0.439,0.0731,APAC,INR,True,True
PERF-00240,CLT0009,Emirates NBD Asset Mgmt,INE020B01018,NTPC,NTPC Ltd,PORT-020,2024-07-04,YTD,0.1999,0.1882,NIFTY Infrastructure,0.0117,1.996,0.1654,EMEA,INR,True,True
PERF-00241,CLT0002,Aditya Birla Capital,INE001A01036,SBIN,State Bank of India,PORT-025,2024-05-25,1D,-0.0836,0.0982,NIFTY Bank,-0.1818,2.875,0.326,APAC,INR,False,True
PERF-00242,CLT0003,SBI Life Insurance,INE009A01021,INFY,Infosys Ltd,PORT-010,2024-06-08,1D,-0.1246,0.1444,NIFTY IT,-0.269,2.28,0.2871,APAC,INR,True,True
PERF-00243,CLT0009,Emirates NBD Asset Mgmt,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,PORT-016,2024-08-20,1Y,-0.0673,-0.0865,NIFTY Financial Services,0.0192,0.059,0.3293,EMEA,INR,True,True
PERF-00244,CLT0010,Abu Dhabi Investment Auth,INE414G01012,ADANIENT,Adani Enterprises Ltd,PORT-030,2025-02-04,1Y,0.2357,0.0076,NIFTY 500,0.2281,2.893,0.1602,EMEA,INR,False,True
PERF-00245,CLT0011,BlackRock India Fund,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,PORT-009,2024-02-22,1D,-0.1413,0.0771,NIFTY Pharma,-0.2184,1.176,0.3405,Americas,INR,True,True
PERF-00246,CLT0012,Vanguard Emerging Markets,INE090A01021,ICICIBANK,ICICI Bank Ltd,PORT-045,2024-01-04,1D,-0.0728,0.0156,NIFTY Bank,-0.0884,0.177,0.121,Americas,INR,True,True
PERF-00247,CLT0009,Emirates NBD Asset Mgmt,INE031A01017,POWERGRID,Power Grid Corp of India,PORT-010,2025-03-18,1Y,0.2043,-0.0237,NIFTY Infrastructure,0.228,2.711,0.2968,EMEA,INR,True,True
PERF-00248,CLT0012,Vanguard Emerging Markets,INE018A01030,LARSEN,Larsen & Toubro Ltd,PORT-005,2024-05-10,1M,0.1737,-0.0493,NIFTY Infrastructure,0.223,-0.181,0.1205,Americas,INR,True,True
